"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"2001","1","7","30","0","0","0","0","0","0","0"
"2002","1","4","1","0","0","0","0","0","0","0"
"2003","1","3","0","0","0","0","0","0","0","0"
"2004","1","4","2","20","0","0","0","0","0","0"
"2005","1","4","1","0","0","0","0","0","0","0"
"2006","1","7","2","0","0","0","0","0","0","0"
"2007","1","5","0","0","0","0","0","0","0","0"
"2008","1","3","0","0","0","0","0","0","0","0"
"2009","1","5","0","0","0","0","0","0","0","0"
"2010","1","1","0","0","0","0","0","0","0","0"
"2011","1","2","1","0","0","0","0","0","0","0"
"2012","1","6","1","0","0","0","0","0","0","0"
"2013","1","9","0","0","0","0","0","0","0","0"
"2014","14","0","0","0","0","0","0","0","0","0"
"3001","11","4","2","0","0","0","0","0","0","0"
"3002","11","7","1","7","1","0","0","0","0","0"
"3003","11","5","0","1","0","0","0","0","0","0"
"3004","11","7","2","0","0","0","0","0","0","0"
"3005","11","6","2","0","0","0","0","0","0","0"
"3006","11","3","0","0","0","0","0","1","0","0"
"3007","11","2","0","0","0","0","0","0","0","0"
"3008","11","7","2","1","0","0","0","0","0","0"
"3009","11","4","2","0","0","0","0","0","0","0"
"3010","11","5","0","1","0","0","0","0","0","0"
"3011","11","7","2","0","0","0","0","0","0","0"
"3012","11","4","0","1","0","0","0","0","0","0"
"3013","11","5","3","0","0","0","0","0","0","0"
"3014","11","6","0","0","1","1","0","0","0","0"
"3015","11","5","1","0","0","0","0","0","0","0"
"1001","6","10","2","0","0","0","0","0","0","0"
"1002","6","5","0","0","0","0","0","0","1","0"
"1003","6","3","0","0","0","0","0","0","0","0"
"1004","6","8","2","0","0","0","0","0","0","0"
"1005","6","5","3","0","0","0","0","0","0","0"
"1006","6","6","2","0","0","0","0","0","0","0"
"1007","6","2","0","0","0","0","0","0","0","0"
"1008","6","6","21","0","0","0","0","0","0","0"
"1009","6","3","2","0","0","0","0","0","0","0"
"1010","6","8","4","0","0","0","0","0","0","0"
"1011","6","3","0","0","0","0","0","0","0","0"
"1012","6","0","0","0","0","0","0","0","0","0"
"1013","6","4","2","0","0","0","0","0","0","0"
"1014","6","5","0","0","0","0","0","0","0","0"
"1015","6","4","2","0","0","0","0","0","0","0"
"6001","24","5","0","0","0","0","0","0","0","0"
"6002","24","11","2","0","0","1","0","0","0","0"
"6003","24","11","2","0","0","0","0","0","0","0"
"6004","24","4","2","0","0","0","0","0","0","0"
"6005","24","6","0","0","0","0","0","0","0","0"
"6006","24","2","0","0","0","0","0","0","0","0"
"6007","24","4","0","0","0","0","0","0","0","0"
"6008","24","6","0","0","0","0","0","0","0","0"
"6009","24","4","1","0","0","0","0","0","0","0"
"6010","24","7","0","0","0","0","0","0","0","0"
"6011","24","8","3","0","0","0","0","0","0","0"
"6012","24","6","2","0","0","0","0","0","0","0"
"6013","24","9","0","0","0","0","0","0","0","0"
"6014","24","5","2","0","0","0","0","0","0","0"
"6015","24","4","2","0","0","0","0","0","0","0"
"4001","14","8","1","0","0","0","0","0","0","0"
"400214","14","3","0","0","0","0","0","0","0","0"
"4003","14","4","2","0","0","0","0","0","0","0"
"4004","14","14","7","2","0","0","0","0","0","0"
"4005","14","5","0","0","0","0","0","0","0","0"
"4006","14","6","0","0","0","0","0","0","0","0"
"4007","14","5","2","0","0","0","0","0","0","0"
"4008","14","7","0","0","0","0","0","0","0","0"
"4009","14","4","0","0","0","0","0","0","0","0"
"4010","14","7","4","0","0","0","0","1","0","0"
"4011","14","7","0","0","0","0","0","0","0","0"
"4012","14","8","2","0","0","0","0","0","0","0"
"4013","14","6","1","0","0","0","0","0","0","0"
"4014","14","4","1","0","0","0","0","0","0","0"
"4015","14","6","2","0","0","0","0","0","0","0"
"5001","19","6","1","0","0","1","0","0","0","0"
"5002","19","4","2","0","0","0","0","0","0","0"
"5003","19","5","0","0","0","0","0","0","0","0"
"5004","19","3","2","0","0","1","0","0","0","0"
"5005","19","5","0","0","0","0","0","0","0","0"
"5006","19","4","2","0","0","0","0","0","0","0"
"5007","19","3","0","0","0","0","0","0","0","0"
"5008","19","7","2","0","0","0","0","0","0","0"
"5009","19","6","2","0","0","0","0","1","0","0"
"5010","19","6","2","0","0","0","0","0","0","0"
"5011","19","3","0","0","0","0","0","0","0","0"
"5012","19","3","1","0","0","0","0","0","0","0"
"5013","19","6","3","0","0","0","0","0","0","0"
"5014","19","8","3","0","0","0","0","0","0","0"
"5015","19","4","0","0","0","0","0","0","0","0"
"6016","25","4","2","0","0","0","0","0","0","0"
"6017","25","8","3","0","0","0","0","0","0","0"
"6018","25","6","2","0","0","0","0","0","0","0"
"6019","25","6","2","0","0","0","0","0","0","0"
"6020","25","7","2","0","0","0","0","0","0","0"
"6021","25","4","0","0","0","0","0","0","0","0"
"6022","25","3","1","0","0","0","0","0","0","0"
"6023","25","5","3","0","0","0","0","0","0","0"
"6024","25","8","3","0","0","0","0","0","0","0"
"6025","25","8","0","0","0","0","0","0","0","0"
"6026","25","5","0","0","0","0","0","0","0","0"
"6027","25","6","0","0","0","0","0","0","0","0"
"6028","25","7","1","0","0","0","0","0","0","0"
"6029","25","3","1","0","0","0","0","0","0","0"
"6030","25","6","0","0","0","0","0","0","0","0"
"1016","7","5","0","0","0","0","0","0","0","0"
"1017","7","7","1","0","0","0","0","0","0","0"
"1018","7","10","3","0","0","0","0","0","0","0"
"1019","7","5","0","0","0","0","0","0","0","0"
"1020","7","7","3","0","0","0","0","0","0","0"
"1021","7","3","1","3","0","0","0","0","0","0"
"1022","7","8","0","0","0","0","0","0","0","0"
"1023","7","6","3","0","0","0","0","0","0","0"
"1024","7","7","0","0","0","0","0","0","0","0"
"1025","7","6","3","0","0","0","0","0","0","0"
"1026","7","6","3","0","0","0","0","0","0","0"
"1027","7","6","0","0","0","0","0","0","0","0"
"1028","7","6","3","0","0","0","0","0","0","0"
"1029","7","2","0","0","0","0","0","0","0","0"
"1030","7","4","0","0","0","0","0","0","0","0"
"3016","12","9","2","0","0","0","0","0","0","0"
"3017","12","4","2","0","0","0","0","0","0","0"
"3018","12","4","2","0","0","0","0","0","0","0"
"3019","12","3","0","0","0","0","0","1","0","0"
"3020","12","2","0","0","0","0","0","0","0","0"
"3021","12","7","2","0","0","0","0","0","0","0"
"3022","12","4","0","0","0","0","0","0","0","0"
"3023","12","10","3","1","0","0","0","0","0","0"
"3024","12","4","2","0","0","0","0","0","0","0"
"3025","12","5","0","1","0","1","0","0","0","0"
"3026","12","3","0","0","0","0","0","0","0","0"
"3027","12","5","2","0","0","0","0","0","0","0"
"3028","12","3","1","0","0","0","0","0","0","0"
"3029","12","4","0","0","0","1","1","0","0","0"
"3030","12","3","0","0","0","0","0","0","0","0"
"2015","2","8","2","0","0","0","0","0","0","0"
"2016","2","2","0","0","0","0","0","0","0","0"
"2017","2","5","0","0","0","0","0","0","0","0"
"2018","2","4","2","0","0","0","0","0","0","0"
"2019","2","3","0","0","0","0","1","0","0","0"
"2020","2","8","3","0","0","0","0","0","0","0"
"2021","2","9","2","0","0","0","0","0","0","0"
"2022","2","4","0","0","0","0","0","0","0","0"
"2023","2","2","0","0","0","0","0","0","0","0"
"2024","2","6","2","0","0","0","0","0","0","0"
"2025","2","5","0","0","0","0","0","0","0","0"
"2026","2","6","0","0","0","0","0","0","0","0"
"2027","2","3","0","0","0","0","0","0","0","0"
"2028","2","7","0","0","0","0","0","0","0","0"
"5016","20","4","1","0","0","4","0","0","0","0"
"5017","20","5","1","0","0","0","0","0","0","0"
"5018","20","5","0","0","0","0","0","0","0","0"
"5019","20","6","2","0","0","0","0","0","0","0"
"5020","20","5","0","0","0","1","0","0","0","0"
"5021","20","3","1","0","0","0","0","0","0","0"
"5022","20","4","0","0","0","0","0","0","0","0"
"5023","20","5","2","0","0","0","0","0","0","0"
"5024","20","5","1","0","0","0","0","0","0","0"
"5025","20","8","3","0","0","0","0","0","0","0"
"5026","20","5","1","0","0","0","0","0","0","0"
"5027","20","3","1","0","0","0","0","1","0","0"
"5028","20","3","0","0","0","0","0","0","0","0"
"5029","20","4","0","0","0","0","0","0","0","0"
