"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"1","1","5","2","1","0","0","0","0","0","0"
"2","1","8","1","0","0","0","0","0","0","0"
"3","1","6","3","0","0","0","0","0","0","0"
"4","1","8","1","0","0","0","0","0","0","0"
"5","1","4","2","0","0","0","0","0","0","0"
"6","1","2","0","0","0","0","0","0","0","0"
"7","1","10","2","0","0","0","0","0","0","0"
"8","1","7","1","0","0","0","0","0","0","0"
"9","1","5","1","0","0","0","0","0","0","0"
"10","1","3","0","0","0","0","0","0","0","0"
"11","1","3","1","0","0","0","0","0","0","0"
"12","1","2","0","0","0","0","0","0","0","0"
"13","1","8","0","0","0","0","0","0","0","0"
"14","1","3","1","0","0","0","0","0","0","0"
"15","1","8","2","0","0","1","0","0","0","0"
"16","1","9","4","0","0","1","0","0","0","0"
"17","1","8","1","0","0","0","0","0","0","0"
"18","1","8","3","0","0","0","0","0","0","0"
"19","1","9","1","0","0","1","0","0","0","0"
"20","1","7","2","0","0","0","0","0","0","0"
"21","1","6","0","0","0","0","0","0","0","0"
"22","1","5","1","2","0","0","0","0","0","0"
"23","1","5","1","0","0","0","0","0","0","0"
"24","1","13","1","1","0","2","0","0","1","0"
"25","2","8","2","0","0","0","0","0","0","0"
"26","2","7","3","0","0","0","0","1","0","0"
"27","2","3","2","0","0","0","0","0","0","0"
"28","2","6","3","0","0","0","0","0","0","0"
"29","2","3","0","0","0","0","0","0","0","0"
"30","2","8","3","1","0","0","0","0","0","0"
"31","2","7","3","1","0","0","1","0","0","0"
"32","2","7","1","0","0","1","0","0","0","0"
"33","2","7","2","3","0","0","0","0","0","0"
"34","2","2","0","1","0","0","0","0","0","0"
"35","2","3","0","1","0","1","0","0","0","0"
"36","2","5","0","1","0","0","0","0","0","0"
"37","2","8","1","1","0","0","0","0","0","0"
"38","2","6","3","1","0","0","0","0","0","0"
"39","2","5","0","1","0","0","0","0","0","0"
"40","2","3","1","0","0","0","0","0","0","0"
"41","2","11","2","0","0","0","0","0","0","0"
"42","2","2","0","0","0","0","0","0","0","0"
"43","2","10","2","1","0","0","0","0","0","0"
"44","2","7","2","0","0","1","0","0","0","0"
"45","2","7","3","0","0","0","0","1","0","0"
"46","2","5","0","0","0","0","0","0","0","0"
"47","2","3","1","0","0","0","0","0","0","0"
"48","2","6","2","0","0","0","0","0","1","0"
"49","2","6","2","0","0","0","0","0","0","0"
"50","2","3","0","0","0","0","0","0","0","0"
"51","2","7","0","0","0","3","0","0","0","0"
"52","2","7","1","1","0","0","0","0","0","0"
"53","2","8","3","0","0","0","0","0","0","0"
"54","2","3","1","0","0","3","1","0","0","0"
"55","2","7","0","0","0","1","0","0","0","0"
"56","2","8","2","0","0","0","0","0","0","0"
"57","2","4","1","0","0","0","0","0","0","0"
"58","2","5","1","0","0","2","1","0","0","0"
"59","2","9","2","0","0","0","0","1","0","0"
"60","2","4","1","0","0","0","0","0","0","0"
"61","2","5","1","0","0","1","0","0","0","0"
"62","2","4","2","0","0","0","0","0","0","0"
"63","2","6","3","0","0","0","0","0","0","0"
"64","2","6","3","0","0","0","0","0","0","0"
"65","2","8","2","0","0","0","0","0","0","0"
"66","2","5","1","0","0","0","0","0","0","0"
"67","2","8","2","0","0","0","0","0","0","0"
"68","2","6","1","0","0","0","0","0","0","0"
"69","3","7","2","0","0","0","0","0","0","0"
"70","3","9","2","0","0","0","0","0","0","0"
"71","3","4","2","0","0","1","0","0","0","0"
"72","3","5","1","0","0","0","0","0","0","0"
"73","3","9","3","2","0","1","0","0","0","0"
"74","3","4","0","0","0","0","0","0","0","0"
"75","3","5","3","0","0","0","0","0","0","0"
"76","3","11","4","0","0","0","0","1","0","0"
"77","3","2","0","0","0","0","0","0","0","0"
"78","3","7","1","0","0","0","0","0","0","0"
"79","3","7","2","0","0","0","0","0","0","0"
"80","3","5","2","0","0","1","0","0","0","0"
"81","3","3","0","0","0","0","0","0","0","0"
"82","3","5","0","0","0","1","0","0","0","0"
"83","3","5","2","0","0","0","0","0","0","0"
"84","3","3","0","0","0","0","0","0","0","0"
"85","3","11","3","0","0","2","1","0","0","0"
"86","3","4","2","0","0","2","0","0","0","0"
"87","3","8","3","0","0","0","0","0","0","0"
"88","3","7","2","0","0","0","0","0","0","0"
"89","3","6","2","0","0","0","0","0","0","0"
"90","3","7","3","0","0","0","0","0","0","0"
"91","3","4","2","0","0","0","0","0","0","0"
"92","3","8","1","3","0","0","0","0","0","0"
"93","3","4","2","0","0","0","0","0","0","0"
"94","3","7","0","1","0","0","0","0","0","0"
"95","3","7","0","0","0","1","0","0","0","0"
"96","3","2","0","0","0","1","0","0","0","0"
"97","3","10","4","0","0","1","0","0","0","0"
"98","3","5","3","0","0","0","0","1","0","0"
"99","3","3","0","0","0","0","0","0","0","0"
"100","3","7","4","0","0","2","0","0","0","0"
"101","3","10","2","2","2","0","0","0","0","0"
"102","3","11","3","2","0","0","0","0","0","0"
"103","3","2","0","0","0","0","0","0","0","0"
"104","3","2","0","0","0","2","0","0","0","0"
