"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"6005","1","4","0","0","0","0","0","0","0","0"
"6012","1","2","0","0","0","0","0","0","0","0"
"6018","1","4","0","1","0","0","0","0","0","0"
"6001","1","3","0","0","0","0","0","0","0","0"
"6002","1","8","3","0","0","0","0","0","0","0"
"6003","1","2","0","0","0","1","0","0","0","0"
"6004","1","4","0","0","0","0","0","0","0","0"
"6006","1","4","2","0","0","0","0","0","0","0"
"6007","1","5","1","0","0","0","0","0","0","0"
"6008","1","8","3","0","0","0","0","0","0","0"
"6009","1","5","2","0","0","0","0","0","0","0"
"6010","1","4","1","0","0","0","0","0","0","0"
"6011","1","4","0","0","0","0","0","0","0","0"
"6013","1","4","0","0","0","0","0","0","0","0"
"6014","1","5","3","0","0","0","0","0","0","0"
"6015","1","2","0","0","0","0","0","0","0","0"
"6016","1","5","2","0","0","0","0","0","0","0"
"6017","1","6","0","1","0","0","0","0","0","0"
"6019","1","2","0","0","0","0","0","0","0","0"
"6020","1","4","2","0","0","0","0","0","0","0"
"6021","1","6","2","0","0","0","0","0","0","0"
"3001","18","10","3","1","0","0","0","0","0","0"
"3002","18","3","0","0","0","0","0","0","0","0"
"3003","18","10","2","0","0","2","0","0","0","0"
"3004","18","4","0","0","0","0","0","0","0","0"
"3005","18","2","0","0","0","1","0","0","0","0"
"3006","18","11","4","0","0","0","0","0","0","0"
"3007","18","7","4","0","0","0","0","0","0","0"
"3008","18","7","2","0","0","0","0","0","0","0"
"3009","18","9","2","0","0","0","0","0","0","0"
"3010","18","3","0","0","0","0","0","0","0","0"
"3011","18","4","0","0","0","0","0","0","0","0"
"3012","18","7","0","0","0","0","0","0","0","0"
"3013","18","8","2","0","0","0","0","0","0","0"
"3014","18","4","0","0","0","0","0","0","0","0"
"3015","18","4","1","0","0","0","0","0","0","0"
"3016","18","7","1","0","0","0","0","0","0","0"
"3017","18","3","1","0","0","0","0","0","0","0"
"3018","18","5","3","0","0","0","0","0","0","0"
"3019","18","11","0","0","0","0","0","0","0","0"
