"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"2","1","7","1","0","0","0","0","0","0","0"
"3","1","6","0","0","0","0","0","0","0","0"
"4","1","4","2","0","0","0","0","0","0","0"
"5","1","5","0","0","0","0","0","0","0","0"
"6","1","8","2","0","0","0","0","0","0","0"
"7","1","2","1","0","0","0","0","0","0","0"
"8","1","3","1","0","0","0","0","0","0","0"
"9","1","6","2","0","0","0","0","0","0","0"
"10","1","5","1","0","0","0","0","0","0","0"
"11","1","5","1","0","0","0","0","0","0","0"
"12","1","3","1","0","0","0","0","0","0","0"
"13","1","7","3","0","0","0","0","0","0","0"
"14","1","6","1","0","0","0","0","0","0","0"
"15","1","7","1","0","0","1","0","0","0","0"
"16","1","5","1","0","0","0","0","0","0","0"
"17","1","7","0","0","0","1","0","0","0","0"
"18","1","7","2","0","0","0","0","0","0","0"
"19","1","6","1","0","0","0","0","0","0","0"
"20","1","4","2","0","0","0","0","0","0","0"
"21","1","5","0","0","0","0","0","0","0","0"
"22","1","11","2","0","0","0","0","0","0","0"
"9","2","7","3","0","0","0","0","0","0","0"
"10","2","6","2","0","0","0","0","0","0","0"
"11","2","4","2","0","0","0","0","0","0","0"
"8","2","3","1","0","0","0","0","0","0","0"
"12","2","6","2","0","0","0","0","0","0","0"
"13","2","6","2","0","0","1","0","0","0","0"
"14","2","7","2","0","0","0","0","0","0","0"
"15","2","3","1","0","0","0","0","0","0","0"
"16","2","8","3","0","0","0","0","0","0","0"
"17","2","4","1","0","0","0","0","0","0","0"
"18","2","6","3","0","0","0","0","0","0","0"
"19","2","9","0","0","0","0","0","0","0","0"
"20","2","9","2","0","0","0","0","0","0","0"
"21","2","7","1","0","0","0","0","1","0","0"
"22","2","14","2","0","0","0","0","0","0","0"
"1","2","5","0","0","0","0","0","0","0","0"
"2","2","6","2","0","0","0","0","0","0","0"
"3","2","4","2","0","0","0","0","1","0","0"
"4","2","9","2","","0","0","0","0","0","0"
"5","2","6","1","0","0","1","0","0","0","0"
"6","2","6","2","0","0","0","0","0","0","0"
"7","2","7","2","0","0","1","1","0","1","0"
"22","3","3","2","0","0","1","0","0","0","0"
"21","3","4","0","0","0","0","0","0","0","0"
"20","3","6","2","0","0","0","0","0","0","0"
"19","3","2","1","0","0","0","0","0","0","0"
"18","3","4","2","0","0","0","0","0","0","0"
"17","3","4","2","0","0","0","0","0","0","0"
"16","3","5","1","0","0","0","0","0","0","0"
"15","3","7","2","0","0","0","0","1","0","0"
"14","3","6","2","0","0","0","0","0","0","0"
"13","3","3","1","0","0","0","0","0","0","0"
"12","3","7","1","0","0","0","0","0","0","0"
"11","3","8","3","0","0","1","0","0","0","0"
"10","3","7","3","0","0","0","0","1","0","0"
"8","3","6","2","0","0","0","0","0","0","0"
"9","3","6","2","0","0","0","0","0","0","0"
"7","3","7","3","0","0","0","0","1","0","0"
"6","3","6","3","0","0","0","0","0","0","0"
"5","3","5","3","0","0","0","0","0","1","1"
"4","3","11","5","0","0","0","0","1","0","0"
"2","3","4","2","0","0","0","0","0","0","0"
"3","3","5","1","0","0","0","0","0","0","0"
"22","4","8","4","0","0","0","0","0","0","0"
"21","4","4","2","0","0","0","0","0","0","0"
"20","4","8","4","0","0","0","0","0","0","0"
"19","4","4","1","0","0","0","0","0","0","0"
"18","4","8","4","0","0","0","0","1","0","0"
"17","4","6","4","0","0","0","0","1","0","0"
"16","4","3","1","0","0","0","0","0","0","0"
"15","4","5","3","0","0","0","0","0","0","0"
"14","4","4","2","0","0","0","0","0","0","0"
"13","4","6","3","0","0","0","0","1","0","0"
"12","4","6","3","0","0","0","0","0","0","0"
"11","4","9","3","0","0","0","0","0","0","0"
"10","4","6","4","0","0","0","0","1","0","0"
"9","4","9","2","0","0","0","0","0","0","0"
"8","4","6","2","0","0","0","0","0","0","0"
"7","4","4","2","0","0","0","0","0","0","0"
"6","4","4","2","0","0","0","0","1","0","0"
"5","4","6","3","0","0","0","0","0","0","0"
"4","4","5","1","0","0","0","0","0","0","0"
"3","4","9","1","0","0","0","0","0","0","0"
"2","4","7","2","0","0","0","0","0","0","0"
"1","4","7","3","0","0","0","0","0","0","0"
"23","4","3","1","0","0","0","0","0","0","0"
"22","5","3","1","0","0","0","0","0","0","0"
"21","5","2","1","0","0","1","0","0","0","0"
"3","5","4","3","0","0","0","0","0","0","0"
"19","5","6","2","2","0","2","0","0","0","0"
"18","5","7","3","0","0","0","0","0","0","0"
"17","5","5","2","3","2","0","0","0","0","0"
"16","5","5","3","0","0","0","0","0","0","0"
"15","5","4","2","0","0","0","0","1","0","0"
"14","5","4","2","0","0","2","0","0","0","0"
"13","5","5","2","0","0","0","0","0","0","0"
"12","5","6","1","0","0","0","0","0","0","0"
"11","5","8","3","0","0","1","0","0","0","0"
"10","5","4","2","0","0","0","0","1","0","0"
"9","5","9","3","0","0","0","0","0","0","0"
"8","5","7","3","0","0","0","0","0","0","0"
"7","5","7","3","0","0","1","0","1","0","0"
"6","5","9","2","0","0","0","0","0","0","0"
"5","5","4","2","0","0","1","0","0","0","0"
"4","5","9","2","0","0","0","0","0","0","0"
"3","5","9","4","0","0","0","0","0","0","0"
"2","5","6","2","0","0","0","0","1","0","0"
"1","5","15","4","0","0","0","0","0","0","0"
"22","6","3","2","0","0","0","0","0","0","0"
"21","6","6","1","1","0","0","0","0","1","1"
"20","6","5","2","0","0","0","0","0","0","0"
"19","6","4","2","0","0","1","0","0","0","0"
"18","6","4","2","0","0","0","0","0","0","0"
"17","6","12","4","1","0","0","0","1","0","0"
"16","6","4","2","0","0","0","0","0","0","0"
"15","6","12","4","2","1","0","0","0","0","0"
"14","6","3","2","0","0","0","0","0","0","0"
"13","6","3","1","0","0","0","0","0","0","0"
"12","6","7","2","0","0","0","0","0","0","0"
"11","6","5","3","0","0","0","0","0","0","0"
"10","6","8","4","0","0","0","0","0","0","0"
"9","6","5","3","0","0","0","0","0","0","0"
"8","6","8","3","0","0","0","0","0","0","0"
"7","6","5","1","0","0","0","0","0","0","0"
"6","6","5","2","0","0","0","0","0","0","0"
"5","6","7","2","0","0","0","0","0","0","0"
"4","6","4","3","0","0","0","0","0","0","0"
"3","6","6","2","0","0","0","0","0","0","0"
"2","6","4","2","0","0","0","0","0","0","0"
"1","6","4","1","0","0","0","0","0","0","0"
"22","7","9","2","0","0","0","0","1","0","0"
"21","7","7","2","0","0","0","0","0","0","0"
"20","7","6","3","0","0","0","0","0","0","0"
"19","7","10","1","0","0","0","0","0","0","0"
"18","7","5","3","0","0","0","0","0","0","0"
"17","7","6","1","0","0","0","0","0","0","0"
"16","7","5","2","0","0","0","0","0","0","0"
"15","7","7","3","0","0","0","0","0","0","0"
"14","7","9","4","0","0","0","0","1","0","0"
"13","7","7","1","0","0","0","0","0","0","0"
"12","7","11","3","0","0","0","0","1","0","0"
"11","7","5","2","0","0","0","0","0","0","0"
"10","7","3","1","0","0","0","0","0","0","0"
"9","7","5","3","0","0","0","0","0","0","0"
"8","7","9","2","0","0","0","0","0","0","0"
"7","7","5","3","0","0","0","0","0","0","0"
"6","7","3","2","0","0","0","0","0","0","0"
"5","7","5","2","0","0","0","0","0","0","0"
"4","7","7","3","0","0","0","0","0","0","0"
"3","7","4","2","0","0","0","0","0","0","0"
"2","7","5","3","0","0","0","0","0","0","0"
"1","7","8","1","0","0","2","0","0","0","0"
"22","8","11","3","1","0","0","0","0","0","0"
"21","8","5","2","0","0","0","0","0","0","0"
"20","8","5","2","0","0","0","0","0","1","0"
"19","8","10","3","0","0","0","0","0","0","0"
"18","8","7","3","1","0","0","0","0","0","0"
"17","8","4","1","0","0","0","0","0","0","0"
"16","8","11","4","0","0","0","0","0","0","0"
"15","8","6","2","0","0","0","0","0","0","0"
"14","8","10","2","0","0","0","0","0","0","0"
"13","8","6","2","0","0","0","0","0","0","0"
"12","8","4","2","0","0","0","0","0","0","0"
"11","8","7","2","0","0","0","0","1","0","0"
"10","8","7","2","0","0","0","0","0","0","0"
"9","8","7","2","0","0","0","0","0","0","0"
"8","8","6","2","1","0","0","0","0","0","0"
"7","8","5","2","0","0","0","0","0","0","0"
"6","8","4","2","0","0","0","0","0","0","0"
"5","8","7","1","2","1","0","0","1","1","1"
"4","8","10","3","0","0","0","0","0","0","0"
"3","8","3","1","0","0","1","0","0","0","0"
"1","8","7","3","0","0","0","0","0","0","0"
"2","8","11","4","0","0","0","0","0","0","0"
"20","9","3","1","0","0","0","0","0","0","0"
"19","9","4","2","0","0","0","0","1","0","0"
"18","9","7","2","0","0","0","0","0","0","0"
"17","9","6","3","0","0","1","0","0","0","0"
"16","9","8","2","0","0","0","0","0","0","0"
"15","9","8","2","0","0","0","0","0","0","0"
"14","9","10","3","0","0","0","0","0","0","0"
"13","9","4","2","0","0","0","0","1","0","0"
"12","9","5","2","0","0","0","0","1","0","0"
"11","9","4","2","0","0","0","0","0","0","0"
"10","9","3","1","0","0","0","0","0","0","0"
"9","9","4","2","0","0","0","0","0","0","0"
"8","9","4","2","0","0","0","0","0","0","0"
"6","9","7","3","0","0","0","0","0","0","0"
"7","9","6","2","0","0","0","0","0","0","0"
