"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"20","29","4","1","0","0","0","0","0","0","0"
"19","29","3","0","0","0","0","0","0","0","0"
"17","29","5","1","0","0","0","0","0","0","0"
"4","29","6","2","0","0","0","0","0","0","0"
"5","29","3","1","0","0","0","0","0","0","0"
"12","29","7","1","0","0","0","0","0","0","0"
"10","29","9","3","0","0","0","0","0","0","0"
"9","29","8","2","0","0","0","0","0","0","0"
"3","29","10","3","0","0","0","0","0","0","0"
"7","29","9","3","0","0","0","0","0","0","0"
"1","29","10","1","0","0","2","0","0","0","0"
"2","29","11","1","0","0","0","0","0","0","0"
"21","29","2","0","0","0","0","0","0","0","0"
"23","29","3","1","0","0","0","0","0","0","0"
"15","29","4","0","0","0","0","0","0","0","0"
"1","7","9","2","0","0","1","0","0","0","0"
"2","7","3","0","1","0","0","0","0","0","0"
"3","7","5","0","0","0","0","0","0","0","0"
"4","7","8","2","0","0","1","0","0","0","0"
"5","7","4","2","0","0","0","0","1","0","0"
"6","7","7","3","0","0","0","0","0","0","0"
"7","7","6","2","0","0","0","0","1","1","1"
"8","7","3","1","0","0","0","0","0","0","0"
"9","7","3","1","0","0","0","0","0","0","0"
"10","7","2","0","0","0","0","0","0","0","0"
"11","7","2","0","0","0","0","0","0","0","0"
"12","7","3","1","0","0","0","0","0","0","0"
"13","7","7","3","0","0","0","0","0","0","0"
"14","7","8","2","0","0","0","0","0","0","0"
"15","7","4","0","0","0","0","0","0","0","0"
"31","7","5","2","0","0","0","0","1","0","0"
"17","7","6","2","0","0","0","0","0","0","0"
"19","7","2","0","0","0","1","0","0","0","0"
"20","7","1","0","0","0","1","0","0","0","0"
"21","7","1","0","0","0","0","0","0","0","0"
"8","1","5","1","0","0","0","0","0","0","0"
"9","1","10","3","0","0","0","0","0","0","0"
"10","1","7","3","0","0","0","0","0","0","0"
"1","1","8","1","0","0","0","0","0","0","0"
"2","5","7","3","0","0","0","0","0","0","0"
"3","1","2","0","0","0","0","0","0","0","0"
"11","1","4","0","0","0","0","0","0","0","0"
"4","1","5","2","0","0","0","0","0","0","0"
"5","1","7","4","0","0","0","0","0","0","0"
"6","1","3","1","0","0","0","0","0","0","0"
"12","5","3","1","0","0","0","0","0","0","0"
"7","1","5","0","0","0","0","0","0","0","0"
"13","1","3","1","0","0","0","0","0","0","0"
"17","1","4","1","0","0","0","0","0","0","0"
"16","1","8","1","0","0","0","0","0","0","0"
"18","1","6","1","0","0","0","0","0","0","0"
"20","1","6","4","0","0","0","0","0","0","0"
"22","6","4","0","0","0","0","0","0","0","0"
"20","6","4","0","0","0","0","0","0","0","0"
"21","6","4","2","0","0","0","0","0","0","0"
"19","6","2","0","0","0","0","0","0","0","0"
"18","6","2","1","0","0","0","0","0","0","0"
"17","3","5","1","0","0","0","0","0","0","0"
"16","6","3","1","0","0","0","0","0","0","0"
"15","6","9","2","0","0","0","0","0","1","0"
"14","6","7","2","0","0","0","0","0","0","0"
"13","6","3","0","0","0","0","0","0","0","0"
"12","6","6","1","0","0","1","0","0","0","0"
"11","6","7","2","0","0","1","0","0","0","0"
"10","6","3","1","0","0","1","0","0","0","0"
"9","6","5","2","0","0","0","0","0","0","0"
"8","6","4","2","0","0","0","0","0","0","0"
"7","6","7","2","0","0","0","0","0","0","0"
"6","6","4","1","0","0","0","0","0","0","0"
"5","6","6","1","0","0","1","0","0","0","0"
"4","6","2","0","0","0","2","1","0","0","0"
"3","6","3","1","0","0","0","0","0","0","0"
"2","6","3","1","0","0","1","0","0","0","0"
