"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"1","1","5","1","","0","0","0","0","0","0"
"2","1","5","1","","0","0","0","0","0","0"
"3","1","6","4","","0","0","0","0","0","0"
"4","1","5","3","","0","0","0","0","0","0"
"5","1","7","2","","0","0","0","0","0","0"
"6","1","6","0","","0","0","0","0","0","0"
"7","1","3","1","","0","0","0","0","0","0"
"8","1","10","1","","0","0","0","0","0","0"
"9","1","3","1","","0","0","0","0","0","0"
"10","1","9","2","","0","0","0","0","0","0"
"12","1","5","2","","0","0","0","0","0","0"
"13","1","7","2","","0","0","0","0","0","0"
"14","1","4","0","","0","0","0","0","0","0"
"17","1","5","2","","0","0","0","0","0","0"
"18","1","3","1","","0","0","0","0","0","0"
"19","1","4","2","","0","0","0","0","0","0"
"20","1","8","0","","0","0","0","0","0","0"
"21","1","4","2","","0","0","0","0","0","0"
"22","1","10","3","","0","0","0","0","0","0"
"23","1","8","0","","0","0","0","0","0","0"
"1","2","5","1","","0","0","0","0","0","0"
"2","2","3","1","","0","0","0","0","0","0"
"3","2","6","3","","0","0","0","0","0","0"
"4","2","5","0","","0","0","0","0","0","0"
"5","2","4","1","","0","0","0","0","0","0"
"6","2","8","3","","0","0","0","0","0","0"
"7","2","4","2","","0","0","0","0","0","0"
"8","2","9","2","","0","0","0","0","0","0"
"9","2","5","0","","0","0","0","0","0","0"
"10","2","4","2","","0","0","0","0","0","0"
"11","2","4","2","","0","0","0","0","0","0"
"12","2","4","2","","0","0","0","0","0","0"
"13","2","4","2","","0","0","0","0","0","0"
"14","2","4","2","","0","0","0","0","0","0"
"15","2","4","2","","0","0","0","0","0","0"
"16","2","4","1","","0","0","0","0","0","0"
"17","2","6","1","2","0","0","0","0","0","0"
"18","2","2","0","","0","0","0","0","0","0"
"19","2","5","2","","0","0","0","0","0","0"
"20","2","3","1","","0","0","0","0","0","0"
"21","2","5","3","","0","0","0","1","0","0"
"22","2","4","2","","0","0","0","0","0","0"
"23","2","5","2","","0","0","0","0","0","0"
"23","3","5","1","","0","1","0","0","0","0"
"1","4","12","3","","0","0","0","0","0","0"
"2","4","11","1","","0","0","0","0","0","0"
"3","4","7","1","","0","0","0","0","0","0"
"4","4","7","2","","0","0","0","0","0","0"
"5","4","6","3","","0","0","0","0","0","0"
"6","4","3","1","","0","0","0","0","0","0"
"7","4","5","2","","0","0","0","0","0","0"
"8","4","10","3","","0","0","0","0","0","0"
"9","4","3","1","","0","0","0","0","0","0"
"10","4","6","2","","0","0","0","0","0","0"
"11","4","5","2","","0","0","0","0","0","0"
"12","4","4","0","","0","0","0","0","0","0"
"13","4","10","1","","0","0","0","0","0","0"
"14","4","5","2","","0","0","0","0","0","0"
"15","4","7","2","","0","0","0","0","0","0"
"16","4","4","2","","0","0","0","0","0","0"
"17","4","3","0","","0","0","0","0","0","0"
"18","4","4","2","","0","0","0","0","0","0"
"19","4","5","2","","0","0","0","0","0","0"
"20","4","8","0","","0","0","0","0","0","0"
"21","4","3","1","","0","0","0","0","0","0"
"22","4","9","0","","0","0","0","0","0","0"
"23","4","3","0","","0","0","0","0","0","0"
"1","5","10","1","","0","0","0","0","0","0"
"2","5","6","2","","0","0","0","0","0","0"
"3","5","3","1","","0","0","0","0","0","0"
"4","5","5","2","","0","0","0","0","1","1"
"5","5","3","1","","0","0","0","0","0","0"
"6","5","4","1","","0","0","0","0","0","0"
"7","5","3","1","","0","1","0","0","0","0"
"8","5","11","3","","0","0","0","0","0","0"
"8","5","4","2","","0","0","0","1","0","0"
"9","5","4","1","","0","0","0","0","0","0"
"10","5","5","2","","0","0","0","0","0","0"
"11","5","3","1","","0","1","1","0","0","0"
"12","5","4","2","","0","0","0","0","0","0"
"13","5","3","1","","0","0","0","0","0","0"
"14","2","4","2","","0","0","0","0","0","0"
"15","5","3","1","","0","0","0","0","0","0"
"16","5","6","1","","0","0","0","0","0","0"
"17","5","3","1","","0","0","0","0","0","0"
"18","5","4","0","","0","0","1","0","0","0"
"19","5","4","2","","0","0","0","0","0","0"
"20","5","4","2","","0","0","0","0","0","0"
"21","5","4","0","","0","0","0","0","0","0"
"22","5","4","2","","0","0","0","1","0","0"
"23","5","4","2","","0","0","0","0","0","0"
"1","6","5","3","","0","0","0","0","0","0"
"2","6","6","2","","0","0","0","0","0","0"
"3","6","5","3","","0","0","0","0","0","0"
"4","6","3","1","","0","0","0","0","0","0"
"5","6","6","0","","0","0","0","0","0","0"
"6","6","3","1","","0","0","0","0","0","0"
"7","6","5","0","","0","0","0","0","0","0"
"8","6","4","2","","0","0","0","0","0","0"
"9","6","4","2","","0","0","0","0","0","0"
"10","6","3","1","","0","0","0","0","0","0"
"11","6","5","2","","0","0","0","0","0","0"
"12","6","4","2","","0","0","0","0","0","0"
"13","6","4","2","","0","0","0","0","0","0"
"14","6","3","1","","0","0","0","0","0","0"
"15","6","6","1","","0","0","0","0","0","0"
"16","6","3","1","","0","0","0","0","0","0"
"17","6","5","2","","0","0","0","0","0","0"
"18","6","4","2","","0","0","0","0","0","0"
"19","6","7","1","","0","0","0","0","0","0"
"20","6","3","1","","0","0","0","0","0","0"
"1","7","6","2","","0","0","0","0","0","0"
"2","7","7","2","","0","0","0","0","0","0"
"3","7","5","3","","0","0","0","0","0","0"
"4","7","4","2","","0","0","0","0","0","0"
"5","7","9","1","","0","0","0","0","0","0"
"6","7","7","3","","0","0","0","0","0","0"
"7","7","4","2","","0","0","0","0","0","0"
"8","7","5","0","","0","0","0","0","0","0"
"9","7","3","1","","0","0","0","0","0","0"
"10","7","3","1","","0","0","0","0","0","0"
"11","7","4","1","","0","0","0","0","0","0"
"12","7","5","3","","0","0","0","1","0","0"
"13","7","9","2","","0","0","0","0","0","0"
"14","7","9","2","","0","0","0","0","0","0"
"15","7","5","3","","0","0","0","0","0","0"
"16","7","5","0","","0","0","0","0","0","0"
"17","7","10","2","","0","0","0","0","0","0"
"18","7","3","1","","0","0","0","0","0","0"
"19","7","5","2","","0","0","0","0","0","0"
"20","7","3","1","","0","0","0","0","0","0"
"21","7","3","1","","0","0","0","0","0","0"
"22","7","5","0","","0","0","0","0","0","0"
