"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"1","1","7","2","0","0","0","0","0","0","0"
"2","1","4","2","0","0","0","0","0","0","0"
"3","1","6","0","0","0","0","0","0","0","0"
"4","1","5","0","0","0","0","0","0","0","0"
"5","1","5","2","0","0","0","0","0","1","1"
"6","1","5","3","0","0","0","0","0","0","0"
"7","1","5","0","0","0","0","0","0","0","0"
"8","1","5","0","0","0","0","0","0","0","0"
"9","1","5","0","0","0","0","0","0","0","0"
"10","1","6","0","0","0","0","0","0","0","0"
"11","1","7","3","0","0","1","0","0","0","0"
"12","1","6","0","0","0","0","0","0","0","0"
"13","1","5","0","0","0","1","0","0","0","0"
"1","22","7","2","0","0","0","0","0","0","0"
"2","22","8","0","0","0","0","0","0","0","0"
"3","22","5","0","0","0","0","0","0","0","0"
"4","22","5","2","0","0","0","0","0","0","0"
"5","22","5","1","0","0","0","0","0","0","0"
"6","22","3","0","0","0","0","0","0","0","0"
"7","22","3","0","0","0","0","0","0","0","0"
"8","22","3","0","0","0","0","0","0","0","0"
"9","22","7","2","0","0","0","0","0","0","0"
"10","22","6","2","0","0","0","0","0","0","0"
"11","22","7","3","0","0","0","0","0","0","0"
"12","22","3","0","0","0","1","0","0","0","0"
"13","22","4","0","0","0","0","0","0","0","0"
"1","18","7","0","0","0","1","1","0","0","0"
"2","18","7","2","0","0","0","0","0","0","0"
"3","18","5","1","0","0","0","0","0","0","0"
"4","18","3","1","0","0","0","0","0","0","0"
"5","18","6","2","0","0","0","0","0","0","0"
"6","18","4","2","0","0","0","0","0","0","0"
"7","18","8","0","0","0","0","0","0","0","0"
"8","18","7","2","0","0","0","0","0","0","0"
"9","18","3","0","0","0","0","0","0","0","0"
"10","18","3","0","0","0","0","0","0","0","0"
"11","18","4","0","0","0","0","0","0","0","0"
"12","18","5","0","0","0","0","0","0","0","0"
"13","18","5","0","0","0","1","0","0","0","0"
"1","16","4","0","0","0","0","0","0","0","0"
"2","16","5","0","0","0","1","0","0","0","0"
"3","16","10","1","0","0","0","0","0","0","0"
"4","16","8","0","0","0","0","0","0","0","0"
"5","16","5","2","0","0","0","0","0","0","0"
