"HH","Cluster","HH_members_Total","HH_members_u5","joined_HH_total","joined_HH_u5","left_HH_total","left_HH_u5","Births","Deaths_Total","Deaths_u5"
"4002","17","8","4","0","0","0","0","1","0","0"
"4003","17","6","2","0","0","0","0","0","0","0"
"4004","17","8","4","0","0","0","0","1","0","0"
"4005","17","2","0","0","0","0","0","0","0","0"
"4006","17","3","1","0","0","0","0","0","0","0"
"4007","17","5","0","0","0","0","0","0","0","0"
"4008","17","4","2","0","0","0","0","0","0","0"
"4009","17","4","0","0","0","0","0","0","0","0"
"4010","17","4","2","0","0","0","0","1","0","0"
"4011","17","3","0","0","0","0","0","0","0","0"
"4012","17","6","2","0","0","0","0","0","0","0"
"4013","17","5","0","0","0","0","0","0","0","0"
"4014","17","2","1","0","0","2","0","0","0","0"
"4015","17","4","0","0","0","0","0","0","0","0"
"4016","17","7","2","0","0","0","0","0","0","0"
"4017","17","4","0","0","0","0","0","0","0","0"
"4018","17","6","3","0","0","0","0","0","0","0"
"4019","17","3","1","0","0","0","0","0","0","0"
"4020","17","4","2","0","0","0","0","0","0","0"
"4021","17","3","1","0","0","0","0","0","0","0"
"4021","18","2","0","0","0","0","0","0","0","0"
"4022","18","6","2","0","0","1","0","0","0","0"
"4023","18","7","1","0","0","0","0","0","1","1"
"4024","18","5","0","0","0","0","0","0","0","0"
"4025","18","5","0","0","0","0","0","0","0","0"
"4026","18","9","3","0","0","0","0","0","0","0"
"4027","18","2","0","0","0","0","0","0","0","0"
"4028","18","6","3","0","0","0","0","0","0","0"
"4029","18","4","0","0","0","0","0","0","0","0"
"4030","18","5","2","1","0","0","0","0","0","0"
"4031","18","4","2","0","0","0","0","0","0","0"
"4032","18","3","1","0","0","0","0","0","0","0"
"4033","18","5","0","0","0","0","0","0","0","0"
"4034","18","11","2","0","0","1","0","0","0","0"
"4036","18","4","2","0","0","0","0","0","0","0"
"4037","18","4","0","0","0","0","0","0","0","0"
"4038","18","2","0","0","0","0","0","0","0","0"
"4039","18","9","0","0","0","0","0","0","0","0"
