"settlements","nb_cluster","district","lhz"
"abuqays","1","borama","nw"
"dilla","2","borama","nw"
"hindhaysa","3","borama","nw"
"jirjir","4","borama","nw"
"magaalocad","5","borama","nw"
"sheikhhuways","6","borama","nw"
"beerato","7","oodweyne","nw"
"qoyta","9","togdheer","nw"
"agamsahahoose","11","gebiley","nw"
"awbarkhadle","12","hargeysa","nw"
"boodhley","13","gebiley","nw"
"boqor","14","gebiley","nw"
"cabdisamad","15","hargeysa","nw"
"daymoxun","16","hargeysa","nw"
"fadhixun","17","hargeysa","nw"
"galooley","18","togdheer","nw"
"garbohaadley","19","gebiley","nw"
"gobdheer","20","hargeysa","nw"
"goray","22","gebiley","nw"
"guulmaweydo","23","gebiley","nw"
"idhankajufadi","24","gebiley","nw"
"ijaara","25","gebiley","nw"
"ilkaweyne","26","gebiley","nw"
"jidhigabiley","RC","gebiley","nw"
"kalabaydh","27","gebiley","nw"
"korjin","28","gebiley","nw"
"laalays","29","hargeysa","nw"
"laftafarawayne","30","hargeysa","nw"
"magaaloxoosh","RC","hargeysa","nw"
"matan","31","gebiley","nw"
"qaloocan","32","hargeysa","nw"
"satiile","33","gebiley","nw"
"udaan","RC","hargeysa","nw"
"ugaadhyahan","RC","gebiley","nw"
"xagal","34","hargeysa","northwest"
"xidhinta","35","hargeysa","nw"
"arabsiyo","36","gebiley","nw"
