"settlements","nb_cluster","district","lhz"
"barookhle","2","qardho","nip"
"rako","4","qardho","nip"
"sheerbi","5","qardho","nip"
"xiriiro","6","iskushuban","nip"
"rabaable","10","burtinle","hawd"
"qarxis","11","eyl","nip"
"ceellaqoday","14","laasqoray","nip"
"oog","24","caynabo","nip"
"dhanaano","25","caynabo","nip"
"waridaad","27","caynabo","nip"
"sarmaanyo","35","xudun","nip"
