"settlements","nb_cluster","district","lhz"
"camuud","1","borama","nw"
"dilla","2","borama","nw"
"hindhaysa","3","borama","nw"
"jufogaliiley","4","borama","nw"
"magaalocad","5","borama","nw"
"sheikhhuways","6","borama","nw"
"qoyta","9","togdheer","nw"
"agamsahasare","10","gebiley","nw"
"boodhka","11","gebiley","nw"
"boqoljire","12","hargeysa","nw"
"botor","13","gebiley","nw"
"caroyanbo","14","hargeysa","nw"
"dhaboolaq","15","hargeysa","nw"
"fadhixun","16","hargeysa","nw"
"galooley","17","togdheer","nw"
"geedabeera","18","hargeysa","nw"
"gobdheer","RC","hargeysa","nw"
"goray","20","gebiley","nw"
"habaasweyn","21","hargeysa","nw"
"ijaara","22","gebiley","nw"
"ijaarahose","23","gebiley","nw"
"jidhigabiley","24","gebiley","nw"
"kalabaydh","25","gebiley","nw"
"korjin","26","gebiley","nw"
"laalays","RC","hargeysa","nw"
"laftafarawayne","27","hargeysa","nw"
"magaalokuul","28","hargeysa","nw"
"matan","29","gebiley","nw"
"qoolka","30","gebiley","nw"
"taysa","31","gebiley","nw"
"udan","32","hargeysa","nw"
"ugaadhyahan","33","gebiley","nw"
"xagal","34","hargeysa","northwest"
"xirsijiciir","35","gebiley","nw"
"arabsiyo","36","gebiley","nw"
