"settlements","nb_cluster","district","lhz"
"camuud","1","borama","nw"
"dilla","2","borama","nw"
"holhol","3","borama","nw"
"jufogaliiley","4","borama","nw"
"magaalocad","5","borama","nw"
"sheikhhuways","6","borama","nw"
"qoyta","9","togdheer","nw"
"agamsahasare","11","gebiley","nw"
"boodhka","12","gebiley","nw"
"boqoljire","13","hargeysa","nw"
"botor","14","gebiley","nw"
"carrobaydhay","15","hargeysa","nw"
"dhaboolaq","16","hargeysa","nw"
"fadhixun","17","hargeysa","nw"
"galooley","18","togdheer","nw"
"geedabeera","19","hargeysa","nw"
"gobdheer","20","hargeysa","nw"
"goray","22","gebiley","nw"
"huluuq","23","gebiley","nw"
"ijaara","24","gebiley","nw"
"ijaarahose","25","gebiley","nw"
"jidhigabiley","27","gebiley","nw"
"kalabaydh","28","gebiley","nw"
"korjin","29","gebiley","nw"
"laalays","RC","hargeysa","nw"
"laftatiinka","30","gebiley","nw"
"magaalokuul","31","hargeysa","nw"
"matan","32","gebiley","nw"
"qoolka","RC","gebiley","nw"
"taysa","33","gebiley","nw"
"udan","34","hargeysa","nw"
"ugaadhyahan","RC","gebiley","nw"
"xaraf","35","hargeysa","nw"
"xuunshaley","RC","gebiley","nw"
"arabsiyo","36","gebiley","nw"
