"Region","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
"Awdal","-1,500 (-2,200 to -900)","-0.095 (-0.142 to -0.055)","-100 (-400 to 100)","-0.026 (-0.100 to 0.028)"
"Bakool","300 (-300 to 700)","0.034 (-0.033 to 0.081)","300 (0 to 500)","0.115 (-0.006 to 0.201)"
"Banadir","-1,500 (-3,100 to -100)","-0.033 (-0.066 to -0.002)","2,700 (1,200 to 4,100)","0.226 (0.096 to 0.343)"
"Bari","-100 (-500 to 200)","-0.007 (-0.030 to 0.013)","300 (0 to 500)","0.060 (-0.007 to 0.114)"
"Bay","1,100 (100 to 1,900)","0.057 (0.006 to 0.100)","2,800 (1,800 to 3,500)","0.479 (0.317 to 0.609)"
"Galgaduud","0 (-800 to 500)","-0.003 (-0.056 to 0.039)","200 (-200 to 500)","0.067 (-0.061 to 0.162)"
"Gedo","-400 (-1,400 to 400)","-0.023 (-0.082 to 0.022)","500 (-200 to 1,000)","0.098 (-0.043 to 0.202)"
"Hiraan","-600 (-1,800 to 300)","-0.020 (-0.061 to 0.010)","0 (-700 to 500)","0.001 (-0.087 to 0.066)"
"LowerJuba","-100 (-1,100 to 600)","-0.006 (-0.080 to 0.043)","600 (0 to 900)","0.171 (0.010 to 0.281)"
"LowerShabelle","-100 (-2,700 to 1,600)","-0.004 (-0.118 to 0.069)","500 (-600 to 1,200)","0.089 (-0.100 to 0.205)"
"MiddleJuba","-100 (-1,000 to 400)","-0.013 (-0.117 to 0.051)","0 (-300 to 100)","-0.013 (-0.155 to 0.068)"
"MiddleShabelle","-100 (-1,400 to 700)","-0.012 (-0.120 to 0.062)","500 (-200 to 1,000)","0.174 (-0.076 to 0.334)"
"Mudug","0 (-500 to 400)","0.000 (-0.030 to 0.023)","200 (-100 to 300)","0.035 (-0.023 to 0.076)"
"Nugaal","-200 (-400 to 0)","-0.023 (-0.048 to -0.001)","100 (-100 to 200)","0.026 (-0.045 to 0.084)"
"Sanaag","100 (-500 to 700)","0.014 (-0.056 to 0.072)","300 (0 to 500)","0.122 (-0.017 to 0.221)"
"Sool","-200 (-500 to 100)","-0.022 (-0.072 to 0.015)","0 (-200 to 100)","-0.013 (-0.100 to 0.045)"
"Togdheer","0 (-600 to 400)","-0.002 (-0.047 to 0.034)","100 (-200 to 300)","0.031 (-0.060 to 0.096)"
"WoqooyiGalbeed","-700 (-1,300 to -100)","-0.027 (-0.053 to -0.003)","100 (-100 to 300)","0.020 (-0.026 to 0.056)"
"Total","-4,100 (-19,800 to 7,800)","NA (NA to NA)","8,900 (-400 to 15,800)","NA (NA to NA)"
