"Region","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
"Awdal","500 (-400 to 1,300)","0.026 (-0.024 to 0.071)","100 (-200 to 400)","0.032 (-0.037 to 0.085)"
"Bakool","1,000 (300 to 1,500)","0.106 (0.028 to 0.161)","600 (200 to 800)","0.210 (0.071 to 0.304)"
"Banadir","9,800 (8,600 to 11,000)","0.178 (0.156 to 0.199)","7,800 (6,800 to 8,700)","0.540 (0.473 to 0.604)"
"Bari","-400 (-800 to 0)","-0.019 (-0.039 to -0.002)","-200 (-400 to 0)","-0.031 (-0.076 to 0.005)"
"Bay","7,100 (5,800 to 8,300)","0.353 (0.287 to 0.411)","6,900 (5,800 to 7,800)","1.107 (0.931 to 1.256)"
"Galgaduud","1,900 (900 to 2,700)","0.122 (0.058 to 0.174)","900 (300 to 1,300)","0.233 (0.088 to 0.342)"
"Gedo","3,100 (1,700 to 4,100)","0.192 (0.108 to 0.256)","2,100 (1,300 to 2,800)","0.486 (0.289 to 0.635)"
"Hiraan","1,700 (500 to 2,500)","0.066 (0.020 to 0.097)","700 (100 to 1,100)","0.097 (0.018 to 0.157)"
"LowerJuba","2,800 (1,200 to 3,800)","0.190 (0.081 to 0.259)","1,800 (1,100 to 2,300)","0.485 (0.305 to 0.607)"
"LowerShabelle","2,300 (-1,600 to 4,700)","0.087 (-0.062 to 0.182)","900 (-500 to 1,800)","0.132 (-0.068 to 0.258)"
"MiddleJuba","0 (-900 to 500)","-0.002 (-0.113 to 0.065)","0 (-300 to 100)","-0.015 (-0.153 to 0.065)"
"MiddleShabelle","1,000 (-700 to 2,200)","0.076 (-0.055 to 0.162)","900 (0 to 1,500)","0.263 (-0.012 to 0.435)"
"Mudug","500 (-100 to 900)","0.026 (-0.005 to 0.049)","200 (0 to 400)","0.049 (-0.005 to 0.087)"
"Nugaal","-400 (-600 to -200)","-0.045 (-0.068 to -0.025)","-200 (-300 to -100)","-0.067 (-0.120 to -0.025)"
"Sanaag","-400 (-1,100 to 200)","-0.034 (-0.099 to 0.022)","0 (-300 to 200)","-0.011 (-0.118 to 0.066)"
"Sool","-200 (-600 to 0)","-0.029 (-0.078 to 0.006)","0 (-200 to 100)","-0.023 (-0.104 to 0.031)"
"Togdheer","-200 (-800 to 200)","-0.016 (-0.053 to 0.015)","-100 (-400 to 100)","-0.032 (-0.099 to 0.015)"
"WoqooyiGalbeed","-1,300 (-1,900 to -800)","-0.046 (-0.066 to -0.027)","-200 (-400 to 0)","-0.032 (-0.063 to -0.007)"
"Total","28,800 (9,400 to 43,000)","NA (NA to NA)","22,100 (12,600 to 29,200)","NA (NA to NA)"
