"Region","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
"Awdal","500 (300 to 500)","0.026 (0.016 to 0.028)","100 (100 to 100)","0.032 (0.026 to 0.035)"
"Bakool","1,000 (600 to 1,500)","0.106 (0.068 to 0.157)","600 (300 to 900)","0.210 (0.115 to 0.338)"
"Banadir","9,800 (8,900 to 10,700)","0.178 (0.162 to 0.194)","7,800 (6,700 to 8,800)","0.540 (0.470 to 0.611)"
"Bari","-400 (-400 to -100)","-0.019 (-0.019 to -0.007)","-200 (-200 to 0)","-0.031 (-0.034 to -0.004)"
"Bay","7,100 (6,800 to 7,300)","0.353 (0.336 to 0.364)","6,900 (6,500 to 7,100)","1.107 (1.044 to 1.150)"
"Galgaduud","1,900 (1,800 to 2,200)","0.122 (0.112 to 0.143)","900 (800 to 1,100)","0.233 (0.200 to 0.297)"
"Gedo","3,100 (2,700 to 3,400)","0.192 (0.169 to 0.211)","2,100 (1,800 to 2,400)","0.486 (0.422 to 0.554)"
"Hiraan","1,700 (1,400 to 2,000)","0.066 (0.054 to 0.077)","700 (400 to 900)","0.097 (0.062 to 0.125)"
"LowerJuba","2,800 (2,500 to 2,900)","0.190 (0.168 to 0.199)","1,800 (1,600 to 2,000)","0.485 (0.425 to 0.528)"
"LowerShabelle","2,300 (1,700 to 2,900)","0.087 (0.064 to 0.113)","900 (600 to 1,400)","0.132 (0.087 to 0.200)"
"MiddleJuba","0 (0 to 0)","-0.002 (0.002 to 0.000)","0 (0 to 0)","-0.015 (-0.013 to -0.015)"
"MiddleShabelle","1,000 (900 to 1,700)","0.076 (0.069 to 0.127)","900 (800 to 1,200)","0.263 (0.232 to 0.358)"
"Mudug","500 (300 to 700)","0.026 (0.018 to 0.041)","200 (200 to 400)","0.049 (0.037 to 0.077)"
"Nugaal","-400 (-500 to -200)","-0.045 (-0.052 to -0.026)","-200 (-200 to -100)","-0.067 (-0.076 to -0.049)"
"Sanaag","-400 (-800 to -100)","-0.034 (-0.069 to -0.014)","0 (-100 to 0)","-0.011 (-0.030 to 0.001)"
"Sool","-200 (-200 to -200)","-0.029 (-0.032 to -0.021)","0 (-100 to 0)","-0.023 (-0.029 to -0.014)"
"Togdheer","-200 (-300 to -100)","-0.016 (-0.018 to -0.009)","-100 (-100 to -100)","-0.032 (-0.037 to -0.021)"
"WoqooyiGalbeed","-1,300 (-1,400 to -1,200)","-0.046 (-0.049 to -0.043)","-200 (-200 to -200)","-0.032 (-0.035 to -0.029)"
"Total","28,800 (24,400 to 33,900)","NA (NA to NA)","22,100 (19,000 to 25,900)","NA (NA to NA)"
