"Region","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
"Awdal","300 (-600 to 1,100)","0.016 (-0.033 to 0.059)","100 (-200 to 300)","0.026 (-0.042 to 0.077)"
"Bakool","600 (0 to 1,100)","0.068 (-0.004 to 0.117)","300 (0 to 500)","0.115 (0.004 to 0.191)"
"Banadir","8,900 (7,700 to 10,000)","0.162 (0.141 to 0.183)","6,700 (5,900 to 7,600)","0.470 (0.410 to 0.528)"
"Bari","-400 (-800 to 0)","-0.019 (-0.039 to -0.002)","-200 (-400 to 0)","-0.034 (-0.079 to 0.000)"
"Bay","6,800 (5,500 to 7,900)","0.336 (0.275 to 0.391)","6,500 (5,500 to 7,400)","1.044 (0.880 to 1.183)"
"Galgaduud","1,800 (800 to 2,500)","0.112 (0.050 to 0.163)","800 (200 to 1,100)","0.200 (0.065 to 0.302)"
"Gedo","2,700 (1,500 to 3,700)","0.169 (0.090 to 0.231)","1,800 (1,100 to 2,400)","0.422 (0.247 to 0.555)"
"Hiraan","1,400 (300 to 2,200)","0.054 (0.011 to 0.084)","400 (-100 to 800)","0.062 (-0.009 to 0.115)"
"LowerJuba","2,500 (1,000 to 3,400)","0.168 (0.068 to 0.231)","1,600 (1,000 to 2,000)","0.425 (0.261 to 0.536)"
"LowerShabelle","1,700 (-1,900 to 3,900)","0.064 (-0.075 to 0.152)","600 (-700 to 1,400)","0.087 (-0.101 to 0.203)"
"MiddleJuba","0 (-900 to 600)","0.002 (-0.111 to 0.068)","0 (-300 to 200)","-0.013 (-0.153 to 0.069)"
"MiddleShabelle","900 (-800 to 2,100)","0.069 (-0.060 to 0.155)","800 (-100 to 1,400)","0.232 (-0.027 to 0.392)"
"Mudug","300 (-200 to 700)","0.018 (-0.012 to 0.041)","200 (-100 to 400)","0.037 (-0.013 to 0.073)"
"Nugaal","-500 (-600 to -300)","-0.052 (-0.074 to -0.033)","-200 (-400 to -100)","-0.076 (-0.128 to -0.032)"
"Sanaag","-800 (-1,400 to -200)","-0.069 (-0.131 to -0.015)","-100 (-300 to 100)","-0.030 (-0.132 to 0.043)"
"Sool","-200 (-600 to 0)","-0.032 (-0.081 to 0.004)","-100 (-200 to 0)","-0.029 (-0.108 to 0.023)"
"Togdheer","-300 (-800 to 200)","-0.018 (-0.055 to 0.011)","-100 (-400 to 0)","-0.037 (-0.102 to 0.010)"
"WoqooyiGalbeed","-1,400 (-2,000 to -900)","-0.049 (-0.069 to -0.032)","-200 (-400 to -100)","-0.035 (-0.066 to -0.011)"
"Total","24,400 (6,000 to 38,100)","NA (NA to NA)","19,000 (10,100 to 25,500)","NA (NA to NA)"
