"Region","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
"Awdal","-700 (-2,500 to 1,000)","-0.018 (-0.070 to 0.027)","-100 (-700 to 400)","-0.010 (-0.079 to 0.042)"
"Bakool","1,500 (400 to 2,400)","0.104 (0.024 to 0.158)","900 (300 to 1,300)","0.203 (0.071 to 0.293)"
"Banadir","12,300 (10,100 to 14,400)","0.123 (0.101 to 0.144)","8,500 (6,900 to 10,100)","0.325 (0.264 to 0.385)"
"Bari","200 (-600 to 1,000)","0.007 (-0.018 to 0.027)","300 (-200 to 800)","0.035 (-0.021 to 0.079)"
"Bay","9,500 (7,900 to 10,900)","0.296 (0.247 to 0.339)","8,200 (7,000 to 9,200)","0.835 (0.712 to 0.937)"
"Galgaduud","2,900 (1,000 to 4,300)","0.105 (0.037 to 0.159)","1,400 (500 to 2,100)","0.217 (0.071 to 0.326)"
"Gedo","3,700 (1,500 to 5,200)","0.146 (0.061 to 0.207)","2,400 (1,200 to 3,200)","0.357 (0.183 to 0.483)"
"Hiraan","2,300 (400 to 3,600)","0.064 (0.012 to 0.099)","1,200 (400 to 1,700)","0.117 (0.036 to 0.176)"
"LowerJuba","2,500 (-100 to 4,200)","0.090 (-0.004 to 0.150)","1,600 (600 to 2,300)","0.227 (0.085 to 0.321)"
"LowerShabelle","4,400 (-3,000 to 9,100)","0.087 (-0.059 to 0.179)","2,200 (-600 to 3,900)","0.164 (-0.041 to 0.292)"
"MiddleJuba","300 (-1,600 to 1,400)","0.018 (-0.100 to 0.089)","100 (-500 to 500)","0.023 (-0.124 to 0.109)"
"MiddleShabelle","2,000 (-1,600 to 4,300)","0.074 (-0.058 to 0.162)","1,200 (-400 to 2,300)","0.178 (-0.059 to 0.329)"
"Mudug","700 (-400 to 1,600)","0.021 (-0.012 to 0.045)","500 (0 to 900)","0.053 (-0.003 to 0.093)"
"Nugaal","-200 (-600 to 100)","-0.017 (-0.045 to 0.006)","0 (-300 to 300)","0.003 (-0.067 to 0.058)"
"Sanaag","100 (-1,400 to 1,300)","0.005 (-0.065 to 0.063)","200 (-400 to 600)","0.038 (-0.076 to 0.120)"
"Sool","100 (-700 to 800)","0.009 (-0.045 to 0.048)","100 (-200 to 400)","0.032 (-0.059 to 0.092)"
"Togdheer","-700 (-1,700 to 200)","-0.024 (-0.062 to 0.006)","-200 (-600 to 100)","-0.026 (-0.093 to 0.022)"
"WoqooyiGalbeed","-200 (-1,500 to 1,000)","-0.004 (-0.027 to 0.017)","0 (-500 to 300)","-0.004 (-0.037 to 0.024)"
"Total","40,900 (5,600 to 66,600)","NA (NA to NA)","28,700 (12,500 to 40,400)","NA (NA to NA)"
