"SurveyID","Old_Name","Agency","District","Region","LHZ","Start_Date","End_Date","Recall_Days","Quality_Score","UnkCode","InjCode","ViolCode","lshtm_survey_design","lshtm_cdr_est","lshtm_cdr_log_se","lshtm_cdr_lci","lshtm_cdr_uci","lshtm_cdr_u5_est","lshtm_cdr_u5_log_se","lshtm_cdr_u5_lci","lshtm_cdr_u5_uci","lshtm_cdr_f_est","lshtm_cdr_f_log.se","lshtm_cdr_f_lci","lshtm_cdr_f_uci","lshtm_cdr_m_est","lshtm_cdr_m_log.se","lshtm_cdr_m_lci","lshtm_cdr_m_uci","lshtm_cdr_inj_est","lshtm_cdr_inj_log_se","lshtm_cdr_viol_est","lshtm_cdr_viol_log_se","lshtm_cbr_est","lshtm_in_migration_rate_est","lshtm_out_migration_rate_est","lshtm_net_migration_rate_est","lshtm_mean_n","lshtm_prop_f","lshtm_prop_u5","lshtm_prop_unk","lshtm_prop_inj","lshtm_prop_oth","lshtm_prop_viol","lshtm_prop_died_u1","lshtm_prop_inj_m","lshtm_prop_viol_u18","lshtm_prop_viol_f_o18","cdr_rr_males"
"SOM_2015_07_admin2_beletweyne_NA","SOM_201607_admin2_BeletWeyne.as","FSNAU","beletweyne","hiran","other","2016-07-17","2016-07-17",160,0.96,0,0,6,"multi-stage cluster",0.233590282763166,0.38953323461972,0.108862270785341,0.501224343454749,0.444032447214886,0.471466330531043,0.176235933968031,1.1187548971449,0.0579777365496857,0.992211550520665,0.00829227571914363,0.405367362262757,0.411764706944101,0.431232487257743,0.176838415976331,0.958785866457064,0.0291987853307125,0.993934448106833,1.77192904923361e-11,0.0271142805176974,63.9453398738616,6.46754102970268e-10,7.46028966867902,-7.46028966803226,5.33002481389578,0.503620649380986,0.26303289783145,0.125,0.125,0.75,0,0.5,1,NA,NA,7.10211766530808
"SOM_2015_11_admin2_berbera_idp","SOM_201611_admin2_Berbera IDP.as","FSNAU","berbera","Woqooyi Galbeed","idp","2016-11-18","2016-11-23",93,1,1,2,0,"multi-stage cluster",0.137239159822414,0.311205461351695,0.0745717979198825,0.252569838922179,2.72697121000944e-11,0.0582550761649397,2.43272395127145e-11,3.0568087991791e-11,0.0902828561884395,0.952727532765666,0.0139517036216832,0.584229305794201,0.185471119853705,0.631152922274252,0.0538304587184038,0.639034797747815,5.74396304413735e-12,0.0823009204468639,5.74396304413735e-12,0.0823009204468639,3.33948622243349,2.09654651111013e-10,36.7343484456525,-36.7343484454429,27.2235294117647,0.506700701978303,0.210622630568256,0,0,1,0,NA,NA,NA,NA,2.05433376483556
"SOM_2015_11_admin2_doolow_idp","SOM_2015_admin2_Doolow IDP.as","FSNAU","doolow","Gedo","idp","2015-11-16","2015-11-16",93,0.893828800988875,1,2,0,"multi-stage cluster",0.269979621005721,0.327040818141378,0.142215921243036,0.512523458142436,0.396047446499771,0.559161699298155,0.132366830586629,1.18499158122801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5627680110527,26.2780160100882,58.0306186882937,-31.7526026782055,5.4953125,NA,0.227088854791463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM_2015_11_admin2_kismayo_idp","SOM_201811_admin2_Kismayo IDP.as","FSNAU","kismayo","lower juba","idp","2018-11-08","2018-11-08",87,0.88,1,2,0,"multi-stage cluster",0.203168411375395,0.558152019605135,0.0680373819961129,0.606687120664928,0.718176827255369,0.647249232312955,0.201967606546006,2.55376574504833,0.134632537318462,1.00323728494481,0.0188441786813352,0.961884325728688,0.272537116153087,0.473712603965376,0.107694456065485,0.689696409589335,0.0338614019229802,1.00136853731918,2.807986877763e-11,0.0123720145026693,72.9205289828231,1.0249152103835e-09,24.718823384068,-24.7188233830431,6.0990990990991,0.503019590514067,0.235745575538189,0.166666666666667,0.166666666666667,0.666666666666667,0,0.4,1,NA,NA,2.02430349736649
"SOM_2016_10_admin2_bossaso_idp","SOM_201611_admin2_Bossaso IDP.as","FSNAU","bossaso","Bari","idp","2016-11-18","2016-11-24",90,0.87,1,2,0,"multi-stage cluster",0.0834324107485186,0.693669816343933,0.0214225479942678,0.324936471850694,0.140707729046515,1.00645258446815,0.0195707837639993,1.01164395111489,0.0817293939968904,1.00330997279841,0.0114378287129601,0.58400016390613,0.0852079073140891,0.995868520490376,0.0120998364770558,0.600040131336802,0.0417162046649507,0.994634026492701,3.02278082537151e-11,0.0220911982942861,39.5886782220843,1.1033150012606e-09,13.7037732433099,-13.7037732422066,5.48453608247423,0.51041862211376,0.296474152096711,0.5,0.5,0,0,0,1,NA,NA,1.04256134968199
"SOM_2016_10_admin2_garoowe_idp","SOM_201611_admin2_Garoowe IDP.as","FSNAU","garoowe","Nugaal","idp","2016-11-17","2016-11-25",90,0.89,1,2,0,"multi-stage cluster",0.1272750413975,0.555779972387953,0.0428207020827617,0.378296837156633,0.369118625660613,0.552604234166955,0.124962509980983,1.09031548606309,0.0822131788384314,0.999243085476217,0.011597611458723,0.582792999987615,0.175323252246323,0.69606017099372,0.0448065122049658,0.686021769282481,0.0424250138031292,1.00191939504756,3.29187061600836e-11,0.0165492757769304,111.492936235206,1.20153277484305e-09,54.1979551143381,-54.1979551131365,4.92979127134725,0.516036655211913,0.344807962884506,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,NA,NA,2.13254437698942
"SOM_2016_10_admin2_garowe_idp","SOM_201611_admin2_Garowe IDP.as","FSNAU","garoowe","nugaal","idp","2016-11-17","2016-11-25",90,0.89,1,2,0,"multi-stage cluster",0.1272750413975,0.555779972387953,0.0428207020827617,0.378296837156633,0.369118625660613,0.552604234166955,0.124962509980983,1.09031548606309,0.0822131788384314,0.999243085476217,0.011597611458723,0.582792999987615,0.175323252246323,0.69606017099372,0.0448065122049658,0.686021769282481,0.0424250138031292,1.00191939504756,3.29187061600836e-11,0.0165492757769304,111.492936235206,1.20153277484305e-09,54.1979551143381,-54.1979551131365,4.92979127134725,0.516036655211913,0.344807962884506,0,0.333333333333333,0.666666666666667,0,0.333333333333333,0,NA,NA,2.13254437698942
"SOM_2016_11_admin2_baydhaba_idp","SOM_201612_admin2_Baydhaba IDP.as","FSNAU","baydhaba","Bay","idp","2016-11-20","2016-11-23",90,0.93,3,2,0,"multi-stage cluster",0.143461733596479,0.602150590695967,0.0440732568134535,0.46697862818762,0.3111436746425,1.01029917143635,0.0429513640019008,2.25395371066106,0.0709068992412955,0.996951199976649,0.0100476963197851,0.500392149602983,0.21772262138037,0.743636362844269,0.0506882740338454,0.9351894647091,1.40603868292531e-11,0.0660896716479284,1.40603868292531e-11,0.0660896716479284,5.13204119267738e-10,5.13204119267738e-10,2.61817660140134,-2.61817660088814,13.7901785714286,0.505810200129116,0.230539366980022,0.25,0,0.75,0,0,NA,NA,NA,3.07054212932739
"SOM_2016_11_admin2_kismayo_idp","SOM_201611_admin2_Kismayo IDP.as","FSNAU","kismayo","lower juba","idp","2016-11-17","2016-11-23",90,0.82,3,2,0,"multi-stage cluster",0.191636962937425,0.412079763531505,0.0854495742940501,0.429782428611084,0.264635716207998,0.69303613126364,0.0680337160924491,1.02937288031945,0.0782748229076564,0.992764990620138,0.011183132576484,0.547874028973668,0.300401787390752,0.467213847019288,0.120227012894317,0.750590334859962,2.5662836964572e-11,0.0489004938485419,0.191636962937425,0.412079763531505,46.1653443716258,9.36693549206879e-10,95.1285884021323,-95.1285884011956,6.26339285714286,0.48965160400138,0.289661527120831,NA,NA,NA,Inf,0.5,NA,0.6,0,3.8377830345927
"SOM_2016_11_admin2_mogadishu_idp","SOM_201611_admin2_Mogadishu IDP.as","FSNAU","banadir","banadir","idp","2016-11-17","2016-11-23",90,0.99,1,2,0,"multi-stage cluster",0.589058243136711,0.290662832679665,0.333227657147669,1.04129896292954,0.732012301817706,0.436938833244748,0.310876959855041,1.72364658436674,0.635746280107648,0.416634430467142,0.28095543694755,1.43856740080159,0.540540543819575,0.407103330553145,0.243385624617023,1.20049850919718,0.0589058243133782,0.672055297679263,0.206170389110353,0.409199478103504,89.2275973787432,9.19568606602519e-10,73.1021279729289,-73.1021279720093,6.85661080074488,0.50960901259112,0.241413255626061,0.384615384615385,0.153846153846154,0.461538461538462,0.538461538461538,0.666666666666667,0.5,0.428571428571429,0.428571428571429,0.850245704509742
"SOM_2016_11_admin2_qardho_NA","SOM_201611_admin2_qardho Agropastoral.as","FSNAU","qardho","Bari","other","2016-11-18","2016-11-27",93,1,3,2,0,"multi-stage cluster",0.289050757312983,0.143369175627241,0.218240729937075,0.382835689411868,0.465776200405771,0.167966511924746,0.335120744675748,0.647371051512636,0.0930163336726705,0.819204152200989,0.0186740520677637,0.463318742954629,0.499660231042892,0.000185873605947782,0.499478231845345,0.499842296557058,0.0481751262194946,0.810035842280126,8.25628520030159e-12,0.189964157706093,36.9262342467339,3.01354409811008e-10,110.778702740202,-110.7787027399,50.9285714285714,0.517921146953405,0.310289316050474,0,0.166666666666667,0.833333333333333,0,1,1,NA,NA,5.37174721163729
"SOM_2016_12_admin2_beletweyne_NA","SOM_201612_admin2_BeletWeyne.as","FSNAU","beletweyne","hiran","other","2016-12-24","2016-12-30",90,0.97,1,2,0,"multi-stage cluster",0.163118832070236,0.546542179686965,0.0558827806425141,0.476135100473428,0.21338459241163,0.979312505553401,0.0313007990153917,1.45469079739106,0.211942988430085,0.680130322354498,0.0558830930325732,0.803817897454104,0.111669458404932,1.00273284088868,0.0156455553795559,0.797035812275839,3.33797106622472e-11,0.0353423404205616,3.33797106622472e-11,0.0353423404205616,1.21835943917202e-09,1.21835943917202e-09,15.876899659294,-15.8768996580756,4.93187347931873,0.51309028627355,0.254811949683427,0,0,1,0,1,NA,NA,NA,0.526884419400218
"SOM_2017_01_admin2_elbarde_southern","SOM_201811_admin2_Ceel_Barde.as","FSNAU","ceelbarde","bakool","other","2019-12-11","2019-12-11",95,0.96,1,2,0,"multi-stage cluster",0.248800058053352,0.386739093101197,0.116587372647705,0.530944882636653,0.653272054028304,0.48106287965687,0.254451543788583,1.67719311197792,6.31936679079356e-11,0.0320429193990743,5.93469056740654e-11,6.72897705162678e-11,0.490737332842583,0.387110457670808,0.229791533988499,1.04800697251756,3.10848302172194e-11,0.0270058125417935,3.10848302172194e-11,0.0270058125417935,42.3789432217916,1.13459630292851e-09,46.9195442812377,-46.9195442801032,5.26793248945148,0.493007681701792,0.253901424905766,0.833333333333333,0,0.166666666666667,0,0.5,NA,NA,NA,NA
