"","date","variable","spi3","district"
"327",2009-03-01,"spi",-0.176371552775615,"adanyabaal"
"328",2009-04-01,"spi",-1.01747577269804,"adanyabaal"
"329",2009-05-01,"spi",-0.495190698760562,"adanyabaal"
"330",2009-06-01,"spi",-0.828498876470257,"adanyabaal"
"331",2009-07-01,"spi",0.456238343908122,"adanyabaal"
"332",2009-08-01,"spi",0.286721691170726,"adanyabaal"
"333",2009-09-01,"spi",-0.594752142653462,"adanyabaal"
"334",2009-10-01,"spi",-0.5433865293347,"adanyabaal"
"335",2009-11-01,"spi",-0.756716881530918,"adanyabaal"
"336",2009-12-01,"spi",0.0297230112511118,"adanyabaal"
"337",2010-01-01,"spi",0.126952581209986,"adanyabaal"
"338",2010-02-01,"spi",-0.248365581847749,"adanyabaal"
"339",2010-03-01,"spi",0.119382212048511,"adanyabaal"
"340",2010-04-01,"spi",-0.639394464898708,"adanyabaal"
"341",2010-05-01,"spi",-0.448215540851237,"adanyabaal"
"342",2010-06-01,"spi",-1.80164047517751,"adanyabaal"
"343",2010-07-01,"spi",-2.50196543110932,"adanyabaal"
"344",2010-08-01,"spi",-0.234495295256378,"adanyabaal"
"345",2010-09-01,"spi",0.0604975944305793,"adanyabaal"
"346",2010-10-01,"spi",1.59219716619659,"adanyabaal"
"347",2010-11-01,"spi",0.839803096710908,"adanyabaal"
"348",2010-12-01,"spi",0.171313776122517,"adanyabaal"
"349",2011-01-01,"spi",0.144397745370718,"adanyabaal"
"350",2011-02-01,"spi",-0.430377001448517,"adanyabaal"
"351",2011-03-01,"spi",0.309003394447233,"adanyabaal"
"352",2011-04-01,"spi",0.146893959823858,"adanyabaal"
"353",2011-05-01,"spi",-0.374803562523154,"adanyabaal"
"354",2011-06-01,"spi",1.37093992275585,"adanyabaal"
"355",2011-07-01,"spi",0.545880630417378,"adanyabaal"
"356",2011-08-01,"spi",2.11686077105843,"adanyabaal"
"357",2011-09-01,"spi",1.26467772519456,"adanyabaal"
"358",2011-10-01,"spi",0.735332996284765,"adanyabaal"
"359",2011-11-01,"spi",0.864102906436777,"adanyabaal"
"360",2011-12-01,"spi",-0.226401594665803,"adanyabaal"
"361",2012-01-01,"spi",0.164148418563684,"adanyabaal"
"362",2012-02-01,"spi",-0.27582296865935,"adanyabaal"
"363",2012-03-01,"spi",-0.829375373475451,"adanyabaal"
"364",2012-04-01,"spi",0.664598019091218,"adanyabaal"
"365",2012-05-01,"spi",0.187039610381221,"adanyabaal"
"366",2012-06-01,"spi",1.24531771504383,"adanyabaal"
"367",2012-07-01,"spi",0.940180860262874,"adanyabaal"
"368",2012-08-01,"spi",0.514437360500743,"adanyabaal"
