"Region","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
"Awdal","16,200 (11,700 to 21,900)","0.450 (0.326 to 0.607)","2,400 (1,200 to 4,400)","0.284 (0.140 to 0.520)"
"Bakool","4,800 (2,500 to 8,900)","0.320 (0.166 to 0.595)","2,100 (900 to 4,200)","0.448 (0.196 to 0.907)"
"Banadir","60,000 (54,000 to 66,400)","0.598 (0.539 to 0.663)","30,400 (26,200 to 35,200)","1.164 (1.001 to 1.348)"
"Bari","6,300 (4,400 to 9,100)","0.179 (0.123 to 0.255)","3,000 (1,800 to 4,800)","0.309 (0.187 to 0.492)"
"Bay","20,700 (16,800 to 25,600)","0.645 (0.525 to 0.799)","12,600 (9,700 to 16,500)","1.280 (0.987 to 1.671)"
"Galgaduud","11,600 (7,600 to 17,700)","0.428 (0.280 to 0.655)","4,200 (2,200 to 7,400)","0.639 (0.338 to 1.138)"
"Gedo","11,400 (7,000 to 18,800)","0.454 (0.279 to 0.751)","5,300 (2,900 to 9,200)","0.792 (0.439 to 1.381)"
"Hiraan","11,800 (8,100 to 18,700)","0.321 (0.221 to 0.509)","5,600 (3,900 to 8,300)","0.565 (0.396 to 0.841)"
"LowerJuba","11,500 (6,700 to 21,100)","0.407 (0.238 to 0.749)","4,900 (2,900 to 8,500)","0.676 (0.403 to 1.189)"
"LowerShabelle","20,100 (7,000 to 46,900)","0.398 (0.138 to 0.928)","7,300 (2,400 to 17,400)","0.545 (0.179 to 1.291)"
"MiddleJuba","4,400 (1,300 to 11,500)","0.281 (0.080 to 0.730)","1,500 (400 to 3,700)","0.351 (0.100 to 0.902)"
"MiddleShabelle","10,800 (4,200 to 23,700)","0.402 (0.156 to 0.884)","4,500 (1,500 to 10,500)","0.644 (0.218 to 1.498)"
"Mudug","5,800 (3,500 to 9,700)","0.167 (0.099 to 0.279)","2,100 (1,000 to 4,000)","0.213 (0.101 to 0.412)"
"Nugaal","3,600 (2,600 to 4,800)","0.249 (0.183 to 0.336)","1,900 (1,200 to 2,900)","0.417 (0.261 to 0.646)"
"Sanaag","10,300 (6,900 to 14,900)","0.487 (0.326 to 0.703)","2,100 (900 to 4,000)","0.411 (0.188 to 0.795)"
"Sool","3,600 (1,900 to 6,400)","0.230 (0.121 to 0.409)","1,100 (400 to 2,500)","0.266 (0.100 to 0.590)"
"Togdheer","7,700 (5,400 to 11,200)","0.277 (0.194 to 0.402)","1,900 (1,000 to 3,400)","0.279 (0.146 to 0.506)"
"WoqooyiGalbeed","17,900 (14,600 to 21,700)","0.322 (0.262 to 0.391)","2,300 (1,400 to 3,600)","0.186 (0.110 to 0.293)"
"Total","238,500 (166,100 to 359,000)","6.615 (4.255 to 10.644)","94,900 (61,900 to 150,500)","9.468 (5.490 to 16.417)"
