"Region","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
"Awdal","29,400 (21,200 to 39,600)","0.510 (0.368 to 0.688)","4,600 (2,300 to 8,400)","0.341 (0.168 to 0.621)"
"Bakool","7,500 (3,900 to 14,100)","0.294 (0.153 to 0.553)","2,900 (1,300 to 6,000)","0.370 (0.161 to 0.751)"
"Banadir","81,500 (73,100 to 90,700)","0.620 (0.556 to 0.690)","43,800 (37,400 to 51,000)","1.271 (1.085 to 1.480)"
"Bari","10,700 (7,400 to 15,400)","0.192 (0.132 to 0.275)","5,100 (3,100 to 8,100)","0.332 (0.202 to 0.529)"
"Bay","27,000 (21,300 to 34,400)","0.492 (0.387 to 0.625)","12,700 (9,300 to 17,300)","0.746 (0.546 to 1.018)"
"Galgaduud","15,200 (9,400 to 24,300)","0.440 (0.273 to 0.704)","5,800 (2,900 to 10,900)","0.691 (0.342 to 1.286)"
"Gedo","14,200 (8,500 to 24,000)","0.386 (0.232 to 0.651)","5,900 (3,200 to 10,600)","0.607 (0.328 to 1.078)"
"Hiraan","11,100 (6,200 to 21,100)","0.324 (0.180 to 0.613)","5,100 (3,000 to 8,900)","0.552 (0.321 to 0.971)"
"LowerJuba","16,800 (9,200 to 32,200)","0.389 (0.214 to 0.746)","6,600 (3,700 to 12,100)","0.595 (0.335 to 1.093)"
"LowerShabelle","38,100 (13,100 to 89,000)","0.409 (0.141 to 0.955)","14,200 (4,600 to 34,400)","0.571 (0.184 to 1.383)"
"MiddleJuba","9,200 (2,600 to 23,800)","0.374 (0.106 to 0.964)","3,100 (900 to 8,100)","0.480 (0.138 to 1.236)"
"MiddleShabelle","16,900 (6,500 to 36,800)","0.398 (0.153 to 0.865)","7,000 (2,400 to 16,300)","0.627 (0.215 to 1.463)"
"Mudug","9,800 (5,700 to 16,600)","0.179 (0.104 to 0.304)","3,400 (1,600 to 6,700)","0.221 (0.102 to 0.438)"
"Nugaal","6,900 (5,200 to 9,000)","0.296 (0.225 to 0.390)","3,700 (2,400 to 5,400)","0.502 (0.335 to 0.741)"
"Sanaag","20,100 (13,400 to 29,300)","0.589 (0.392 to 0.858)","4,300 (1,900 to 8,300)","0.523 (0.237 to 1.013)"
"Sool","6,300 (3,400 to 11,200)","0.264 (0.141 to 0.466)","2,000 (700 to 4,300)","0.306 (0.116 to 0.671)"
"Togdheer","15,300 (10,900 to 21,800)","0.341 (0.242 to 0.485)","4,000 (2,100 to 7,100)","0.371 (0.197 to 0.662)"
"WoqooyiGalbeed","33,700 (27,900 to 40,500)","0.378 (0.313 to 0.455)","4,600 (2,800 to 7,300)","0.234 (0.142 to 0.367)"
"Total","369,800 (248,800 to 573,700)","6.873 (4.310 to 11.285)","138,800 (85,600 to 231,100)","9.339 (5.153 to 16.799)"
