"Counties","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
NA,"-1,700 (-2,600 to -1,000)","-0.091 (-0.138 to -0.051)","-100 (-400 to 100)","-0.026 (-0.101 to 0.029)"
NA,"200 (-400 to 600)","0.022 (-0.044 to 0.068)","200 (-100 to 400)","0.063 (-0.048 to 0.137)"
NA,"-600 (-2,500 to 1,100)","-0.011 (-0.045 to 0.020)","3,900 (1,900 to 5,600)","0.273 (0.136 to 0.391)"
NA,"-200 (-600 to 200)","-0.009 (-0.032 to 0.010)","300 (-100 to 500)","0.052 (-0.014 to 0.103)"
NA,"1,500 (500 to 2,400)","0.069 (0.021 to 0.111)","3,000 (2,000 to 3,800)","0.447 (0.300 to 0.568)"
NA,"200 (-700 to 900)","0.010 (-0.046 to 0.056)","400 (-200 to 700)","0.093 (-0.040 to 0.190)"
NA,"-300 (-1,500 to 700)","-0.013 (-0.075 to 0.034)","600 (-200 to 1,100)","0.104 (-0.036 to 0.208)"
NA,"-400 (-1,700 to 500)","-0.013 (-0.054 to 0.017)","100 (-600 to 700)","0.016 (-0.074 to 0.083)"
NA,"0 (-1,100 to 800)","0.003 (-0.069 to 0.051)","700 (100 to 1,200)","0.191 (0.036 to 0.300)"
NA,"400 (-2,800 to 2,500)","0.016 (-0.105 to 0.096)","800 (-500 to 1,700)","0.121 (-0.077 to 0.244)"
NA,"0 (-1,100 to 600)","-0.003 (-0.113 to 0.064)","0 (-400 to 200)","0.000 (-0.145 to 0.087)"
NA,"0 (-1,600 to 1,000)","-0.003 (-0.115 to 0.074)","600 (-300 to 1,100)","0.161 (-0.084 to 0.315)"
NA,"-100 (-700 to 300)","-0.006 (-0.035 to 0.015)","100 (-200 to 300)","0.016 (-0.036 to 0.054)"
NA,"-300 (-500 to -100)","-0.030 (-0.055 to -0.009)","0 (-200 to 200)","0.004 (-0.062 to 0.059)"
NA,"-200 (-1,000 to 400)","-0.022 (-0.087 to 0.033)","200 (-200 to 400)","0.064 (-0.061 to 0.155)"
NA,"-200 (-600 to 100)","-0.027 (-0.076 to 0.011)","0 (-200 to 100)","-0.022 (-0.107 to 0.034)"
NA,"-500 (-1,100 to 0)","-0.030 (-0.072 to 0.003)","-100 (-300 to 200)","-0.015 (-0.095 to 0.044)"
NA,"-1,400 (-2,100 to -800)","-0.050 (-0.074 to -0.027)","0 (-300 to 200)","-0.006 (-0.047 to 0.026)"
"Total","-3,600 (-22,000 to 10,300)","NA (NA to NA)","10,600 (-100 to 18,400)","NA (NA to NA)"
