"Counties","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
NA,"2,600 (-100 to 4,800)","0.046 (-0.001 to 0.087)","800 (-100 to 1,500)","0.064 (-0.007 to 0.116)"
NA,"1,900 (-100 to 3,300)","0.069 (-0.002 to 0.119)","1,200 (200 to 1,900)","0.147 (0.023 to 0.233)"
NA,"10,000 (5,700 to 13,900)","0.060 (0.034 to 0.084)","11,800 (8,000 to 15,200)","0.276 (0.188 to 0.356)"
NA,"1,000 (-300 to 2,100)","0.017 (-0.005 to 0.036)","1,000 (100 to 1,700)","0.065 (0.008 to 0.110)"
NA,"5,800 (2,800 to 8,400)","0.095 (0.045 to 0.138)","9,100 (6,600 to 11,100)","0.484 (0.351 to 0.596)"
NA,"4,000 (1,200 to 6,300)","0.086 (0.026 to 0.133)","2,400 (800 to 3,600)","0.210 (0.073 to 0.313)"
NA,"5,000 (1,300 to 7,700)","0.096 (0.026 to 0.150)","4,300 (2,100 to 6,000)","0.311 (0.153 to 0.431)"
NA,"4,000 (500 to 6,500)","0.049 (0.006 to 0.081)","2,200 (400 to 3,600)","0.102 (0.021 to 0.164)"
NA,"3,200 (-500 to 5,600)","0.071 (-0.012 to 0.125)","3,000 (1,300 to 4,200)","0.266 (0.113 to 0.371)"
NA,"6,400 (-3,600 to 12,900)","0.083 (-0.047 to 0.169)","3,700 (-300 to 6,300)","0.185 (-0.015 to 0.312)"
NA,"200 (-2,700 to 2,000)","0.009 (-0.103 to 0.078)","-100 (-1,100 to 500)","-0.017 (-0.164 to 0.073)"
NA,"2,700 (-2,200 to 6,000)","0.068 (-0.055 to 0.150)","2,400 (-200 to 4,100)","0.234 (-0.023 to 0.399)"
NA,"2,100 (500 to 3,300)","0.039 (0.009 to 0.061)","1,100 (300 to 1,700)","0.072 (0.018 to 0.111)"
NA,"700 (100 to 1,200)","0.027 (0.003 to 0.047)","500 (0 to 900)","0.061 (-0.001 to 0.111)"
NA,"2,200 (100 to 4,000)","0.068 (0.003 to 0.124)","900 (0 to 1,500)","0.120 (0.004 to 0.203)"
NA,"300 (-900 to 1,100)","0.013 (-0.039 to 0.051)","300 (-200 to 600)","0.050 (-0.040 to 0.110)"
NA,"1,800 (0 to 3,300)","0.041 (0.000 to 0.074)","800 (0 to 1,400)","0.076 (0.000 to 0.130)"
NA,"2,300 (400 to 4,000)","0.027 (0.005 to 0.047)","800 (100 to 1,300)","0.041 (0.005 to 0.070)"
"Total","56,000 (2,100 to 96,500)","NA (NA to NA)","46,100 (17,900 to 67,000)","NA (NA to NA)"
