"Region","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
"Awdal","12,800 (9,300 to 17,100)","0.467 (0.339 to 0.627)","1,900 (900 to 3,500)","0.300 (0.148 to 0.548)"
"Bakool","4,500 (2,400 to 8,200)","0.339 (0.181 to 0.622)","1,900 (900 to 3,900)","0.487 (0.220 to 0.985)"
"Banadir","49,600 (44,600 to 54,800)","0.609 (0.548 to 0.673)","26,500 (22,800 to 30,600)","1.248 (1.075 to 1.440)"
"Bari","4,900 (3,400 to 6,900)","0.172 (0.119 to 0.244)","2,300 (1,400 to 3,600)","0.296 (0.182 to 0.468)"
"Bay","20,600 (16,100 to 26,400)","0.712 (0.556 to 0.915)","14,200 (10,500 to 19,000)","1.587 (1.179 to 2.129)"
"Galgaduud","10,200 (6,800 to 15,300)","0.440 (0.294 to 0.656)","3,700 (2,000 to 6,500)","0.659 (0.351 to 1.158)"
"Gedo","11,400 (7,400 to 17,900)","0.514 (0.333 to 0.805)","5,600 (3,200 to 9,400)","0.938 (0.531 to 1.576)"
"Hiraan","11,700 (8,200 to 17,900)","0.334 (0.235 to 0.512)","5,900 (4,200 to 8,600)","0.629 (0.450 to 0.914)"
"LowerJuba","9,500 (5,500 to 17,600)","0.440 (0.254 to 0.810)","4,300 (2,600 to 7,500)","0.780 (0.463 to 1.366)"
"LowerShabelle","14,800 (5,200 to 34,500)","0.396 (0.140 to 0.923)","5,400 (1,800 to 12,700)","0.542 (0.183 to 1.274)"
"MiddleJuba","3,300 (900 to 8,700)","0.273 (0.077 to 0.713)","1,100 (300 to 2,900)","0.341 (0.096 to 0.889)"
"MiddleShabelle","8,100 (3,100 to 17,300)","0.409 (0.157 to 0.879)","3,700 (1,200 to 8,600)","0.723 (0.243 to 1.676)"
"Mudug","4,300 (2,600 to 7,000)","0.167 (0.102 to 0.271)","1,500 (700 to 2,900)","0.210 (0.103 to 0.397)"
"Nugaal","3,000 (2,200 to 4,000)","0.231 (0.170 to 0.309)","1,500 (1,000 to 2,300)","0.377 (0.239 to 0.577)"
"Sanaag","8,100 (5,500 to 11,800)","0.507 (0.342 to 0.733)","1,600 (800 to 3,200)","0.427 (0.197 to 0.827)"
"Sool","2,300 (1,100 to 4,200)","0.216 (0.107 to 0.396)","700 (300 to 1,700)","0.263 (0.096 to 0.586)"
"Togdheer","6,800 (4,800 to 9,800)","0.306 (0.216 to 0.441)","1,700 (900 to 3,100)","0.318 (0.167 to 0.583)"
"WoqooyiGalbeed","13,700 (11,300 to 16,600)","0.325 (0.267 to 0.392)","1,800 (1,100 to 2,800)","0.193 (0.116 to 0.302)"
"Total","199,600 (140,500 to 295,900)","6.860 (4.438 to 10.923)","85,400 (56,500 to 132,600)","10.318 (6.036 to 17.695)"
