"Counties","Excess Toll (Overall)","Excess Death Rate (Overall)","Excess Toll (Under 5)","Excess Death Rate (Under 5)"
NA,"700 (-3,700 to 4,600)","0.008 (-0.045 to 0.055)","300 (-1,200 to 1,500)","0.016 (-0.063 to 0.077)"
NA,"2,000 (-600 to 3,700)","0.054 (-0.017 to 0.103)","900 (-300 to 1,700)","0.080 (-0.024 to 0.152)"
NA,"17,600 (13,300 to 21,700)","0.091 (0.069 to 0.112)","15,100 (11,800 to 18,100)","0.298 (0.233 to 0.358)"
NA,"1,200 (-900 to 2,800)","0.014 (-0.011 to 0.035)","900 (-400 to 2,000)","0.043 (-0.016 to 0.089)"
NA,"8,700 (5,100 to 11,700)","0.110 (0.064 to 0.149)","6,000 (3,700 to 7,900)","0.245 (0.153 to 0.322)"
NA,"3,100 (-600 to 5,800)","0.061 (-0.012 to 0.117)","1,900 (0 to 3,400)","0.159 (-0.003 to 0.277)"
NA,"3,100 (-700 to 5,900)","0.059 (-0.013 to 0.110)","1,900 (0 to 3,200)","0.133 (0.001 to 0.229)"
NA,"2,300 (-1,300 to 4,700)","0.048 (-0.027 to 0.096)","1,200 (-300 to 2,300)","0.092 (-0.020 to 0.170)"
NA,"3,700 (-2,200 to 7,500)","0.059 (-0.036 to 0.120)","2,000 (-200 to 3,500)","0.126 (-0.013 to 0.219)"
NA,"9,300 (-8,900 to 20,900)","0.071 (-0.069 to 0.161)","4,900 (-2,200 to 9,300)","0.140 (-0.064 to 0.269)"
NA,"3,400 (-2,000 to 6,700)","0.096 (-0.055 to 0.189)","1,400 (-600 to 2,600)","0.149 (-0.061 to 0.277)"
NA,"3,100 (-4,500 to 8,300)","0.052 (-0.075 to 0.137)","1,900 (-1,600 to 4,200)","0.121 (-0.104 to 0.268)"
NA,"1,500 (-1,200 to 3,600)","0.020 (-0.015 to 0.045)","1,000 (-400 to 2,000)","0.046 (-0.018 to 0.090)"
NA,"300 (-600 to 1,100)","0.009 (-0.017 to 0.032)","500 (-200 to 1,100)","0.045 (-0.023 to 0.099)"
NA,"3,000 (-700 to 6,100)","0.062 (-0.014 to 0.126)","1,200 (-300 to 2,300)","0.106 (-0.025 to 0.201)"
NA,"1,100 (-900 to 2,700)","0.032 (-0.027 to 0.077)","500 (-500 to 1,100)","0.052 (-0.051 to 0.121)"
NA,"1,300 (-1,600 to 3,500)","0.020 (-0.024 to 0.055)","500 (-800 to 1,400)","0.032 (-0.053 to 0.094)"
NA,"5,200 (2,000 to 8,200)","0.041 (0.016 to 0.064)","1,200 (0 to 2,200)","0.041 (-0.002 to 0.077)"
"Total","70,600 (-9,900 to 129,600)","NA (NA to NA)","43,300 (6,500 to 69,800)","NA (NA to NA)"
