"Counties","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
NA,"39,500 (28,700 to 53,000)","0.430 (0.313 to 0.577)","6,100 (3,000 to 11,000)","0.289 (0.144 to 0.522)"
NA,"12,900 (6,900 to 23,600)","0.306 (0.163 to 0.560)","5,400 (2,400 to 10,900)","0.428 (0.188 to 0.867)"
NA,"153,200 (136,000 to 172,300)","0.577 (0.512 to 0.649)","81,100 (67,400 to 97,200)","1.181 (0.981 to 1.415)"
NA,"16,300 (11,300 to 23,300)","0.176 (0.122 to 0.250)","8,000 (4,900 to 12,700)","0.318 (0.193 to 0.505)"
NA,"51,100 (40,400 to 64,700)","0.551 (0.435 to 0.697)","31,400 (23,100 to 42,500)","1.104 (0.814 to 1.496)"
NA,"30,800 (20,600 to 45,800)","0.416 (0.278 to 0.618)","11,500 (6,300 to 20,100)","0.645 (0.351 to 1.124)"
NA,"32,900 (21,100 to 51,900)","0.430 (0.275 to 0.677)","15,500 (8,600 to 26,400)","0.754 (0.421 to 1.289)"
NA,"36,600 (25,700 to 55,700)","0.312 (0.219 to 0.475)","17,700 (12,100 to 26,500)","0.556 (0.381 to 0.836)"
NA,"28,400 (16,900 to 50,300)","0.390 (0.232 to 0.691)","12,800 (7,500 to 22,200)","0.695 (0.410 to 1.208)"
NA,"48,500 (17,600 to 109,700)","0.384 (0.139 to 0.868)","18,300 (6,200 to 42,800)","0.546 (0.186 to 1.278)"
NA,"12,000 (3,600 to 30,000)","0.285 (0.086 to 0.712)","4,100 (1,200 to 10,400)","0.375 (0.110 to 0.944)"
NA,"26,200 (10,400 to 56,000)","0.394 (0.156 to 0.841)","12,000 (4,100 to 27,700)","0.699 (0.240 to 1.613)"
NA,"14,400 (8,700 to 23,500)","0.163 (0.099 to 0.266)","5,400 (2,600 to 10,200)","0.219 (0.106 to 0.415)"
NA,"9,300 (6,900 to 12,400)","0.228 (0.170 to 0.304)","5,000 (3,200 to 7,700)","0.398 (0.253 to 0.605)"
NA,"25,500 (17,400 to 36,600)","0.479 (0.326 to 0.686)","5,400 (2,500 to 10,300)","0.435 (0.204 to 0.827)"
NA,"8,600 (4,500 to 15,300)","0.228 (0.119 to 0.404)","2,800 (1,000 to 6,000)","0.276 (0.105 to 0.604)"
NA,"21,700 (15,100 to 31,300)","0.298 (0.207 to 0.431)","5,400 (2,800 to 9,700)","0.313 (0.164 to 0.563)"
NA,"44,500 (36,400 to 53,900)","0.315 (0.257 to 0.382)","6,200 (3,700 to 9,600)","0.202 (0.123 to 0.316)"
"Total","612,600 (428,100 to 909,300)","6.361 (4.108 to 10.090)","254,000 (162,900 to 404,000)","9.435 (5.374 to 16.426)"
