"Counties","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
NA,"40,400 (29,600 to 54,000)","0.484 (0.354 to 0.647)","6,400 (3,200 to 11,500)","0.331 (0.167 to 0.592)"
NA,"10,500 (5,500 to 19,400)","0.290 (0.151 to 0.536)","4,000 (1,800 to 8,100)","0.356 (0.156 to 0.718)"
NA,"113,700 (102,100 to 126,300)","0.588 (0.528 to 0.653)","58,800 (50,100 to 68,300)","1.161 (0.991 to 1.350)"
NA,"15,300 (10,500 to 21,800)","0.189 (0.131 to 0.270)","7,300 (4,400 to 11,500)","0.330 (0.200 to 0.522)"
NA,"38,800 (30,200 to 50,000)","0.492 (0.383 to 0.635)","18,100 (12,900 to 25,300)","0.742 (0.530 to 1.037)"
NA,"20,800 (13,000 to 32,800)","0.417 (0.261 to 0.659)","8,000 (4,000 to 14,800)","0.655 (0.330 to 1.208)"
NA,"20,200 (12,400 to 33,500)","0.381 (0.234 to 0.631)","8,400 (4,600 to 14,800)","0.595 (0.324 to 1.047)"
NA,"15,700 (8,900 to 28,900)","0.319 (0.180 to 0.588)","7,000 (4,100 to 12,200)","0.523 (0.306 to 0.919)"
NA,"24,700 (13,800 to 46,400)","0.397 (0.222 to 0.744)","9,800 (5,500 to 17,700)","0.611 (0.346 to 1.105)"
NA,"51,500 (18,400 to 117,500)","0.397 (0.142 to 0.906)","19,000 (6,400 to 45,000)","0.549 (0.184 to 1.297)"
NA,"13,500 (4,100 to 33,400)","0.380 (0.115 to 0.940)","4,900 (1,500 to 12,300)","0.524 (0.156 to 1.308)"
NA,"24,100 (9,700 to 51,000)","0.399 (0.161 to 0.844)","10,000 (3,500 to 22,900)","0.635 (0.223 to 1.448)"
NA,"13,900 (8,200 to 23,100)","0.177 (0.105 to 0.295)","5,100 (2,400 to 10,000)","0.232 (0.109 to 0.453)"
NA,"8,900 (6,700 to 11,700)","0.264 (0.200 to 0.347)","4,800 (3,200 to 7,100)","0.453 (0.301 to 0.668)"
NA,"26,700 (18,100 to 38,400)","0.549 (0.372 to 0.788)","5,800 (2,700 to 10,900)","0.503 (0.238 to 0.947)"
NA,"9,400 (5,200 to 16,100)","0.271 (0.149 to 0.466)","3,000 (1,200 to 6,300)","0.320 (0.126 to 0.684)"
NA,"22,200 (15,800 to 31,300)","0.344 (0.246 to 0.486)","5,900 (3,200 to 10,400)","0.382 (0.208 to 0.674)"
NA,"48,800 (40,500 to 58,400)","0.380 (0.315 to 0.455)","7,200 (4,400 to 11,100)","0.257 (0.158 to 0.396)"
"Total","519,100 (352,800 to 794,300)","6.717 (4.248 to 10.890)","193,500 (119,300 to 320,200)","9.158 (5.053 to 16.373)"
