"Counties","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
NA,"23,200 (16,800 to 31,200)","0.417 (0.302 to 0.563)","3,600 (1,800 to 6,600)","0.287 (0.142 to 0.523)"
NA,"8,300 (4,500 to 15,100)","0.305 (0.164 to 0.552)","3,400 (1,500 to 7,000)","0.428 (0.188 to 0.865)"
NA,"92,100 (80,900 to 104,900)","0.558 (0.490 to 0.636)","50,700 (41,200 to 62,000)","1.187 (0.965 to 1.453)"
NA,"9,900 (6,900 to 14,100)","0.173 (0.120 to 0.245)","5,000 (3,000 to 7,900)","0.319 (0.193 to 0.506)"
NA,"32,600 (25,300 to 42,000)","0.535 (0.415 to 0.689)","20,800 (14,900 to 28,700)","1.111 (0.799 to 1.534)"
NA,"19,100 (12,900 to 28,200)","0.406 (0.273 to 0.600)","7,100 (3,900 to 12,400)","0.628 (0.343 to 1.092)"
NA,"21,900 (14,100 to 34,000)","0.424 (0.274 to 0.660)","10,400 (5,800 to 17,700)","0.752 (0.418 to 1.281)"
NA,"24,300 (17,100 to 36,600)","0.302 (0.213 to 0.455)","12,000 (8,200 to 17,900)","0.549 (0.375 to 0.822)"
NA,"17,400 (10,400 to 30,400)","0.389 (0.232 to 0.681)","8,200 (4,800 to 14,300)","0.730 (0.428 to 1.267)"
NA,"28,700 (10,400 to 64,900)","0.376 (0.136 to 0.851)","11,000 (3,800 to 25,600)","0.543 (0.186 to 1.266)"
NA,"7,300 (2,200 to 18,300)","0.278 (0.084 to 0.695)","2,500 (700 to 6,300)","0.366 (0.107 to 0.919)"
NA,"15,300 (6,000 to 32,500)","0.384 (0.152 to 0.818)","7,300 (2,500 to 17,000)","0.711 (0.243 to 1.650)"
NA,"8,500 (5,200 to 13,800)","0.158 (0.096 to 0.258)","3,100 (1,500 to 5,900)","0.210 (0.102 to 0.395)"
NA,"5,800 (4,400 to 7,700)","0.224 (0.167 to 0.297)","3,200 (2,000 to 4,800)","0.389 (0.248 to 0.587)"
NA,"15,400 (10,400 to 22,000)","0.476 (0.324 to 0.681)","3,300 (1,500 to 6,200)","0.437 (0.204 to 0.830)"
NA,"4,900 (2,500 to 8,800)","0.217 (0.111 to 0.391)","1,600 (600 to 3,400)","0.266 (0.099 to 0.584)"
NA,"13,500 (9,400 to 19,500)","0.301 (0.209 to 0.436)","3,400 (1,800 to 6,200)","0.322 (0.169 to 0.580)"
NA,"26,100 (21,200 to 31,800)","0.305 (0.248 to 0.371)","3,700 (2,200 to 5,800)","0.200 (0.121 to 0.315)"
"Total","374,100 (260,500 to 556,000)","6.227 (4.010 to 9.879)","160,300 (101,800 to 255,700)","9.434 (5.329 to 16.470)"
