"Region","Actual Toll (Overall)","Actual Death Rate (Overall)","Actual Toll (Under 5)","Actual Death Rate (Under 5)"
"Awdal","29,000 (21,100 to 39,000)","0.458 (0.333 to 0.616)","4,300 (2,100 to 7,800)","0.291 (0.143 to 0.531)"
"Bakool","9,300 (4,900 to 17,200)","0.329 (0.174 to 0.609)","4,000 (1,800 to 8,100)","0.466 (0.207 to 0.945)"
"Banadir","109,500 (98,500 to 121,300)","0.603 (0.542 to 0.668)","56,900 (48,900 to 65,700)","1.201 (1.032 to 1.386)"
"Bari","11,200 (7,800 to 16,000)","0.176 (0.122 to 0.250)","5,300 (3,200 to 8,400)","0.303 (0.185 to 0.483)"
"Bay","41,300 (32,900 to 52,200)","0.677 (0.539 to 0.855)","26,800 (20,200 to 35,400)","1.425 (1.077 to 1.887)"
"Galgaduud","21,800 (14,400 to 33,000)","0.433 (0.286 to 0.655)","7,900 (4,200 to 13,900)","0.648 (0.343 to 1.145)"
"Gedo","22,700 (14,400 to 36,500)","0.481 (0.304 to 0.772)","10,900 (6,100 to 18,500)","0.860 (0.482 to 1.464)"
"Hiraan","23,600 (16,400 to 36,600)","0.328 (0.228 to 0.509)","11,500 (8,100 to 16,800)","0.596 (0.423 to 0.874)"
"LowerJuba","21,000 (12,200 to 38,600)","0.422 (0.245 to 0.774)","9,100 (5,400 to 16,000)","0.720 (0.429 to 1.260)"
"LowerShabelle","34,900 (12,200 to 81,500)","0.398 (0.139 to 0.928)","12,700 (4,200 to 29,900)","0.541 (0.180 to 1.273)"
"MiddleJuba","7,800 (2,200 to 20,200)","0.278 (0.079 to 0.722)","2,500 (700 to 6,600)","0.347 (0.098 to 0.896)"
"MiddleShabelle","18,800 (7,200 to 40,800)","0.404 (0.155 to 0.878)","8,200 (2,800 to 19,100)","0.677 (0.227 to 1.575)"
"Mudug","10,100 (6,100 to 16,600)","0.167 (0.100 to 0.274)","3,600 (1,700 to 6,900)","0.211 (0.102 to 0.402)"
"Nugaal","6,500 (4,800 to 8,700)","0.240 (0.177 to 0.322)","3,400 (2,100 to 5,200)","0.399 (0.251 to 0.613)"
"Sanaag","18,400 (12,400 to 26,700)","0.496 (0.333 to 0.717)","3,700 (1,700 to 7,200)","0.418 (0.191 to 0.806)"
"Sool","5,900 (3,000 to 10,600)","0.225 (0.116 to 0.404)","1,900 (700 to 4,100)","0.265 (0.098 to 0.588)"
"Togdheer","14,600 (10,200 to 21,000)","0.291 (0.204 to 0.420)","3,500 (1,800 to 6,400)","0.296 (0.155 to 0.540)"
"WoqooyiGalbeed","31,600 (25,900 to 38,300)","0.323 (0.265 to 0.391)","4,100 (2,400 to 6,400)","0.188 (0.113 to 0.297)"
"Total","438,000 (306,400 to 654,600)","6.728 (4.338 to 10.764)","180,200 (118,300 to 282,400)","9.854 (5.737 to 16.967)"
